"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cornstarch-Based Bioplastic Trays","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Coconut Coir Padding","16.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Palm Leaf Trays","14.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Banana Fiber Composites","15.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Cassava Starch Foams","14.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Beet Pulp Molded Pulp","17.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Carrot Pulp Trays","14.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Tapioca-Based Films","16.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Corn Cob Fillers","16.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Peanut Shell Composites","14.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sorghum Stalk Padding","15.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Flax Fiber Bags","17.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sisal Fiber Wraps","16.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Abaca (Manila Hemp) Sheets","17.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Kapok Fiber Cushions","13.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pineapple Leaf Fibers (Piña)","15.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Coffee Husk Composites","14.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Olive Stone Fillers","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Date Palm Composites","17.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Avocado Seed Bioplastics","12.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Mushroom Root (Mycelium Variants)","13.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Agar-Agar Films (Seaweed Binder)","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Wheat Bran Sheets","18.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Barley Straw Pulp","19.0"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Maize Cob Composites","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Potato Starch Foams","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sugarcane Pulp Trays","17.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Apple Pomace Films","14.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Bamboo Leaf Sheets","15.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Reed Fiber Padding","16.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Esparto Grass Composites","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Typha (Cattail) Fiber","15.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Kenaf Fiber Molded","17.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Ramie Fiber Bags","16.5"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Coir Pith Blocks","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Areca Palm Leaf Plates","14.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sal Leaf Plates","15.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Sago Palm Starch Films","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Jackfruit Seed Bioplastics","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Durian Rind Composites","15.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Mango Seed Coatings","15.0"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Papaya Leaf Fibers","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Guava Pomace Fillers","16.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Lentil Hull Composites","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Chickpea Straw Pulp","17.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Soybean Hull Sheets","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Alginate Films (Brown Algae)","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Carrageenan Wraps (Red Algae)","13.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Fucoidan-Based Trays","13.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pectin Films (Fruit-Derived)","13.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Bacterial Cellulose Sheets","14.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pullulan Films (Fungal)","13.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Xanthan Gum Coatings","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Guar Gum Composites","14.5"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Orange Peel Composites","14.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Lemon Peel Films","13.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pomegranate Rind Trays","15.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Grape Pomace Fillers","15.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Tomato Skin Sheets","14.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Onion Peel Composites","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Garlic Husk Padding","15.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Eggshell Calcium Composites","17.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Crab Shell Chitin Films","13.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Shrimp Shell Chitosan Trays","14.0"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Fish Scale Bioplastics","12.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Feather Keratin Foams","12.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Wool Fiber Padding","18.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Silk Cocoons Composites","13.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Casein (Milk Protein) Films","13.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Gelatin-Based Wraps","14.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Collagen Sheets","14.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Lignin Foams (Wood Extract)","12.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Hemicellulose Films","13.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Glucomannan Noodles/Padding","14.4"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Locust Bean Gum Trays","14.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Konjac Glucomannan Films","14.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Fungal Keratinase Composites","13.3"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Bacterial Nanocellulose Foams","14.1"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Pha From Bacteria (Films)","15.2"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Phb Bottles/Trays","15.6"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Polyhydroxybutyrate Composites","15.8"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Spider Silk-Inspired Synthetics","13.9"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Nettle Fiber Bags","16.7"
"Non‑stick pan box","Household Appliances","Recycled cardboard box + corrugated insert","Willow Bark Composites","16.6"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Recycled Cardboard / Paperboard","20.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Molded Pulp (Recycled Paper Fiber)","19.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Kraft Paper Wraps, Paper Padding","20.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Starch-Based Foams/Peanuts","15.3"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Mycelium-Based Molded Packaging","13.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Pla Bioplastic (Films, Rigid)","13.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cellulose / Seaweed Bio-Films","13.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Pcr Pet (Bottles, Trays)","-3.4"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Pcr Hdpe/Ldpe","-3.9"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Glass (Bottles, Jars, Vials)","-0.4"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Aluminium Cans / Tins","-0.5"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Bamboo (Components, Shells)","15.6"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cork, Wood, Wood-Composites","17.6"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cotton/Jute Textile Bags","20.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Hemp Fiber Molded Packaging","17.1"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Sugarcane Bagasse Sheets","17.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Rice Husk Composites","14.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Recycled Steel Tins","-1.0"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Pcr Pp (Polypropylene) Trays","-5.0"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Beeswax-Coated Paper","14.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Seaweed-Based Rigid Trays","13.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Newspaper Honeycomb Inserts","19.6"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Algae-Based Plastics","12.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cellophane Films","16.3"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cornstarch-Based Bioplastic Trays","16.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Coconut Coir Padding","16.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Palm Leaf Trays","14.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Banana Fiber Composites","15.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Cassava Starch Foams","14.9"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Beet Pulp Molded Pulp","17.1"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Carrot Pulp Trays","14.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Tapioca-Based Films","16.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Corn Cob Fillers","16.8"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Peanut Shell Composites","14.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Sorghum Stalk Padding","15.9"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Flax Fiber Bags","17.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Sisal Fiber Wraps","16.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Abaca (Manila Hemp) Sheets","17.1"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Kapok Fiber Cushions","13.9"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Pineapple Leaf Fibers (Piña)","15.1"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Coffee Husk Composites","14.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Olive Stone Fillers","16.7"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Date Palm Composites","17.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Avocado Seed Bioplastics","12.9"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Mushroom Root (Mycelium Variants)","13.3"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Agar-Agar Films (Seaweed Binder)","13.2"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Wheat Bran Sheets","18.3"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Barley Straw Pulp","19.0"
"Wall clock box","Household Appliances","Folding carton + molded pulp tray","Maize Cob Composites","16.7"
