Material Name,Product Category,Strength Rating,Weight Capacity (kg),Unit Cost ($),Biodegradability Score,CO2 Emission (kg),Recyclability (%),Fragility Level,Shipping Mode
bagasse,food,45.0,6.5,0.25,0.92,0.78,82.4,1.0,Ground
paper,electronics,30.0,4.6,0.2,0.97,1.23,,3.0,Air
bagasse,cosmetics,49.0,9.3,0.15,0.95,0.87,75.3,2.0,Ground
plastic,cosmetics,47.0,6.3,0.36,0.16,14.85,47.6,2.0,Ground
jute,cosmetics,49.0,6.9,0.16,0.95,1.02,78.5,2.0,Ground
bagasse,food,48.0,7.8,0.25,0.93,1.06,85.8,1.0,Ground
jute,electronics,45.0,7.4,0.28,0.94,0.97,78.9,3.0,Air
paper,food,36.0,5.8,0.16,0.91,0.85,82.2,1.0,Ground
plastic,food,61.0,8.4,0.33,0.1,16.1,49.1,1.0,Ground
bagasse,cosmetics,42.0,6.3,0.24,0.99,0.99,88.4,2.0,Ground
bagasse,home,37.0,5.8,0.21,0.93,0.78,,1.0,Ground
plastic,cosmetics,51.0,8.1,0.26,0.14,,29.8,2.0,Ground
jute,electronics,35.0,6.7,0.23,0.94,0.95,62.7,3.0,Air
jute,cosmetics,58.0,8.7,0.26,0.91,1.39,68.3,2.0,Ground
metal,cosmetics,82.0,12.9,0.48,0.0,23.67,88.7,2.0,Ground
bamboo,cosmetics,44.0,7.4,0.32,0.82,,69.4,2.0,Ground
paper,electronics,39.0,5.9,0.13,0.99,0.94,77.3,3.0,Air
paper,food,44.0,6.2,0.15,0.99,1.45,79.2,1.0,Ground
glass,food,86.0,14.8,0.52,0.0,12.53,87.1,1.0,Ground
jute,food,46.0,8.4,0.22,0.93,1.59,79.3,1.0,Ground
paper,home,30.0,4.7,0.24,0.96,1.78,81.5,1.0,Ground
bagasse,cosmetics,39.0,6.8,0.24,0.96,0.76,89.0,2.0,Ground
glass,food,85.0,16.3,0.45,0.03,20.14,86.4,1.0,Ground
plastic,pharmaceuticals,51.0,9.6,0.35,0.24,7.85,51.6,2.0,Ground
paper,pharmaceuticals,43.0,6.4,0.13,0.89,1.65,77.0,2.0,Ground
plastic,home,79.0,13.2,,0.18,6.86,25.7,1.0,Ground
glass,food,76.0,13.2,0.4,0.02,17.6,89.4,1.0,Ground
jute,pharmaceuticals,51.0,8.8,0.27,0.94,1.44,66.8,2.0,Ground
bamboo,electronics,43.0,7.7,0.3,0.83,0.82,80.4,3.0,Air
paper,home,34.0,6.2,0.16,0.9,1.06,84.4,1.0,Ground
plastic,electronics,64.0,12.2,0.23,0.18,16.27,47.0,3.0,Air
paper,electronics,45.0,,0.23,0.86,0.94,81.6,3.0,Air
plastic,pharmaceuticals,60.0,10.0,0.37,0.09,7.93,54.3,2.0,Ground
plastic,electronics,47.0,8.8,0.4,0.13,14.51,35.8,3.0,Air
bamboo,electronics,53.0,10.5,0.3,0.75,0.83,84.9,3.0,Air
bagasse,electronics,42.0,6.9,0.13,0.99,1.14,78.7,3.0,Air
glass,cosmetics,82.0,11.1,0.38,0.0,13.58,86.7,2.0,Ground
metal,electronics,77.0,11.0,0.58,0.0,24.87,89.6,3.0,Air
plastic,pharmaceuticals,75.0,12.7,0.2,0.15,7.82,29.4,2.0,Ground
bagasse,food,40.0,5.9,0.19,0.98,0.83,80.7,1.0,Ground
bamboo,electronics,57.0,7.8,0.26,0.78,0.83,66.1,3.0,Air
metal,food,96.0,,,0.0,21.01,90.0,1.0,Ground
paper,home,53.0,9.7,0.18,0.85,1.4,,1.0,Ground
metal,home,90.0,17.3,0.72,0.0,,89.0,1.0,Ground
paper,cosmetics,30.0,5.0,0.21,0.87,1.5,86.2,2.0,Ground
metal,home,95.0,14.0,0.52,0.0,21.75,90.8,1.0,Ground
plastic,food,68.0,10.7,0.19,0.1,13.41,47.7,1.0,Ground
glass,electronics,70.0,12.4,0.47,0.01,17.94,90.2,3.0,Air
paper,cosmetics,48.0,6.7,0.18,0.99,1.65,87.6,2.0,Ground
paper,cosmetics,50.0,9.5,0.14,0.87,1.24,77.7,2.0,Ground
bamboo,electronics,41.0,,0.28,0.9,1.39,78.0,3.0,Air
plastic,home,52.0,10.2,0.37,0.1,6.7,,1.0,Ground
paper,home,39.0,6.8,0.16,0.97,1.04,79.6,1.0,Ground
bamboo,electronics,49.0,8.5,0.21,0.84,1.35,71.5,3.0,Air
jute,cosmetics,45.0,6.3,0.24,0.86,1.45,70.9,2.0,Ground
plastic,electronics,71.0,11.2,0.35,0.12,8.32,47.6,3.0,Air
bamboo,food,63.0,10.8,0.25,0.87,1.06,73.8,1.0,Ground
bamboo,electronics,60.0,8.9,0.26,0.86,0.88,70.2,3.0,Air
paper,home,35.0,6.6,0.17,0.92,1.05,84.8,1.0,Ground
glass,home,91.0,15.4,0.56,0.02,11.09,87.1,1.0,Ground
bamboo,food,59.0,8.1,0.22,0.81,0.77,81.3,1.0,Ground
paper,electronics,35.0,5.2,0.24,0.85,0.97,91.6,3.0,Air
paper,home,42.0,8.4,0.17,0.86,1.09,79.3,1.0,Ground
paper,electronics,41.0,8.2,0.17,0.98,1.45,79.0,3.0,Air
paper,food,53.0,7.8,0.16,0.96,0.91,92.7,1.0,Ground
glass,pharmaceuticals,91.0,16.8,0.34,0.02,13.45,92.1,2.0,Ground
plastic,food,51.0,7.3,0.18,0.22,13.21,33.1,1.0,Ground
plastic,food,68.0,11.0,0.34,0.06,16.62,51.3,1.0,Ground
paper,pharmaceuticals,44.0,6.6,0.18,0.91,1.6,85.6,2.0,Ground
glass,pharmaceuticals,71.0,11.4,0.39,0.02,19.16,88.2,2.0,Ground
plastic,pharmaceuticals,77.0,13.4,0.36,0.16,8.53,34.4,2.0,Ground
paper,electronics,49.0,7.4,0.2,0.99,0.82,92.7,3.0,Air
metal,home,93.0,13.1,0.42,0.0,22.05,94.5,1.0,Ground
plastic,pharmaceuticals,64.0,10.0,0.43,0.1,16.44,54.7,2.0,Ground
bamboo,pharmaceuticals,,8.9,0.34,0.83,0.84,84.4,2.0,Ground
bagasse,home,40.0,8.0,0.26,0.9,0.83,85.0,1.0,Ground
paper,cosmetics,46.0,6.5,0.22,0.97,1.56,85.0,2.0,Ground
plastic,electronics,79.0,,0.26,0.21,12.21,54.6,3.0,Air
bamboo,cosmetics,49.0,9.4,0.31,0.88,1.3,71.0,2.0,Ground
paper,home,50.0,7.4,0.24,0.87,1.14,77.1,1.0,Ground
glass,food,72.0,12.2,0.52,0.01,20.54,85.2,1.0,Ground
bagasse,home,41.0,7.2,0.12,0.96,0.93,80.1,1.0,Ground
jute,pharmaceuticals,51.0,8.4,0.22,0.93,1.08,75.9,2.0,Ground
bagasse,electronics,31.0,6.0,0.24,,1.08,79.4,3.0,Air
glass,home,92.0,13.2,0.32,0.0,15.04,92.3,1.0,Ground
metal,pharmaceuticals,94.0,16.3,0.49,0.0,22.6,92.5,2.0,Ground
bagasse,electronics,36.0,5.7,0.13,0.99,1.07,85.6,3.0,Air
paper,food,52.0,9.0,0.22,0.9,,,1.0,Ground
jute,cosmetics,51.0,10.0,0.22,0.89,0.92,65.9,2.0,Ground
jute,cosmetics,,8.2,0.22,0.97,,69.3,2.0,Ground
paper,home,53.0,7.7,0.2,0.95,1.25,78.2,1.0,Ground
plastic,home,54.0,8.7,0.32,0.06,8.62,26.3,1.0,Ground
bamboo,home,44.0,7.6,0.31,0.83,0.84,80.5,1.0,Ground
plastic,pharmaceuticals,61.0,9.6,0.28,0.18,10.14,37.6,2.0,Ground
bagasse,cosmetics,35.0,5.5,0.24,0.96,0.99,82.4,2.0,Ground
jute,home,51.0,7.3,0.21,0.88,1.27,60.8,1.0,Ground
plastic,pharmaceuticals,,9.2,0.4,0.11,17.38,53.4,2.0,Ground
paper,cosmetics,39.0,7.1,0.19,0.97,1.24,89.3,2.0,Ground
glass,home,90.0,15.3,0.48,0.02,21.39,89.5,1.0,Ground
paper,cosmetics,41.0,6.8,0.13,,1.34,78.8,2.0,Ground
glass,electronics,88.0,13.6,,0.01,17.73,87.3,3.0,Air
bagasse,food,44.0,6.5,0.12,0.92,,,1.0,Ground
plastic,food,61.0,11.0,0.29,0.09,17.28,44.0,1.0,Ground
plastic,home,62.0,9.5,0.32,0.11,7.16,53.7,1.0,Ground
bamboo,cosmetics,40.0,6.3,0.26,0.9,1.06,66.6,2.0,Ground
metal,pharmaceuticals,75.0,11.9,0.41,0.0,22.14,97.0,2.0,Ground
paper,cosmetics,32.0,4.5,0.2,0.97,0.82,79.9,2.0,Ground
paper,food,37.0,5.6,0.21,0.95,1.29,77.7,1.0,Ground
glass,food,94.0,15.7,0.55,0.02,18.0,92.9,1.0,Ground
plastic,cosmetics,74.0,,0.24,0.24,,35.3,2.0,Ground
bagasse,cosmetics,43.0,7.6,0.16,0.97,0.77,77.4,2.0,Ground
glass,food,65.0,11.9,0.31,0.01,13.74,86.7,1.0,Ground
bagasse,electronics,49.0,7.0,0.24,1.0,0.82,78.2,3.0,Air
paper,home,37.0,7.3,0.16,0.86,1.38,82.7,,Ground
jute,food,,9.7,0.22,0.89,1.65,60.5,1.0,Ground
jute,food,36.0,6.3,0.25,0.87,,64.7,1.0,Ground
paper,electronics,41.0,,0.24,0.95,1.29,89.9,3.0,Air
glass,pharmaceuticals,92.0,13.2,0.59,0.02,20.23,89.1,2.0,Ground
paper,electronics,30.0,5.4,0.15,0.97,1.74,85.7,3.0,Air
plastic,food,55.0,9.6,0.38,0.18,15.33,33.2,1.0,Ground
bagasse,pharmaceuticals,45.0,6.7,0.27,0.99,0.61,78.6,2.0,Ground
bamboo,electronics,59.0,8.0,0.34,0.75,1.05,79.7,3.0,Air
bamboo,pharmaceuticals,43.0,5.7,0.32,0.83,,77.9,2.0,Ground
bamboo,cosmetics,52.0,7.3,0.24,0.87,1.05,72.4,,Ground
bamboo,food,58.0,10.2,0.3,0.78,1.08,80.5,1.0,Ground
plastic,pharmaceuticals,59.0,9.2,,0.15,15.9,48.2,2.0,Ground
jute,pharmaceuticals,52.0,,0.23,0.97,1.36,79.9,2.0,Ground
bamboo,food,58.0,10.1,0.23,0.78,1.0,78.4,1.0,Ground
plastic,pharmaceuticals,56.0,9.7,0.26,,13.8,43.4,2.0,Ground
plastic,cosmetics,78.0,10.5,0.22,0.23,13.38,47.5,2.0,Ground
glass,cosmetics,86.0,13.4,0.51,0.01,21.19,,2.0,Ground
glass,home,79.0,15.1,0.51,0.02,9.35,92.0,1.0,Ground
plastic,electronics,52.0,10.3,0.35,0.11,13.05,46.1,3.0,Air
plastic,food,58.0,11.3,0.22,0.15,13.66,48.8,1.0,Ground
bamboo,food,43.0,6.1,0.23,0.82,0.79,78.0,1.0,Ground
paper,electronics,52.0,7.3,0.15,0.93,1.17,84.7,3.0,Air
metal,electronics,93.0,15.0,0.68,0.0,19.26,89.2,3.0,Air
jute,home,42.0,6.5,0.19,0.87,1.52,75.3,,Ground
glass,electronics,89.0,12.5,0.59,,18.8,91.5,3.0,Air
plastic,pharmaceuticals,48.0,7.7,0.25,0.08,,45.4,2.0,Ground
bamboo,food,48.0,,0.22,0.76,0.91,73.5,1.0,Ground
metal,food,94.0,14.6,0.7,0.0,21.98,88.3,1.0,Ground
paper,home,46.0,6.9,0.19,0.98,0.81,76.1,1.0,Ground
jute,cosmetics,57.0,10.3,0.16,0.96,1.2,75.9,2.0,Ground
metal,food,96.0,12.9,0.58,0.0,23.02,91.6,1.0,Ground
plastic,cosmetics,52.0,8.0,0.36,0.16,17.81,29.6,2.0,Ground
bagasse,cosmetics,39.0,5.6,0.23,,1.09,80.5,2.0,Ground
paper,home,42.0,7.3,0.14,0.91,1.08,88.7,1.0,Ground
plastic,electronics,69.0,12.9,0.29,0.11,7.54,,3.0,Air
plastic,home,51.0,8.2,0.21,0.06,13.48,30.7,1.0,Ground
plastic,home,74.0,10.3,0.2,0.2,10.39,32.8,1.0,Ground
paper,pharmaceuticals,46.0,6.3,0.24,0.95,0.89,91.1,2.0,Ground
metal,food,85.0,14.3,0.66,0.0,22.82,89.6,1.0,Ground
paper,electronics,52.0,8.9,0.13,0.97,1.72,80.5,3.0,Air
bagasse,pharmaceuticals,34.0,5.2,0.18,0.93,1.0,77.4,2.0,Ground
glass,cosmetics,88.0,13.7,0.47,0.02,14.61,88.1,2.0,Ground
plastic,food,76.0,12.2,0.3,0.13,10.33,33.2,1.0,Ground
metal,home,91.0,18.2,0.36,0.0,23.15,90.6,1.0,Ground
jute,home,49.0,,0.23,0.89,1.46,66.0,1.0,Ground
paper,electronics,54.0,10.7,0.22,0.98,1.73,93.8,3.0,Air
bagasse,cosmetics,32.0,4.5,0.24,0.94,0.68,,2.0,Ground
paper,cosmetics,38.0,5.2,0.12,0.93,0.91,87.8,2.0,Ground
metal,electronics,96.0,15.4,0.62,0.0,12.93,91.0,3.0,Air
plastic,food,69.0,10.9,0.44,0.2,13.76,48.4,1.0,Ground
plastic,cosmetics,72.0,,0.44,0.12,11.48,53.3,2.0,Ground
bamboo,electronics,41.0,7.4,0.26,0.76,0.98,78.0,3.0,Air
paper,electronics,36.0,5.7,0.13,0.86,0.99,94.9,3.0,Air
paper,home,41.0,6.5,0.24,0.92,0.82,79.8,1.0,Ground
bagasse,cosmetics,38.0,5.9,0.19,0.98,1.08,87.5,2.0,Ground
glass,cosmetics,89.0,17.0,0.32,0.02,17.93,85.5,2.0,Ground
bagasse,home,41.0,7.7,,0.92,1.15,,1.0,Ground
plastic,pharmaceuticals,67.0,10.0,0.28,0.14,11.79,,2.0,Ground
paper,cosmetics,46.0,6.4,0.16,0.96,1.66,76.4,2.0,Ground
glass,pharmaceuticals,80.0,10.8,0.5,0.01,11.78,85.2,2.0,Ground
bamboo,home,48.0,9.4,0.29,0.82,1.05,68.3,1.0,Ground
glass,home,92.0,15.7,0.32,0.01,12.81,91.5,1.0,Ground
bagasse,cosmetics,42.0,7.7,0.12,0.97,0.66,88.4,2.0,Ground
jute,cosmetics,40.0,7.5,0.16,0.87,1.63,69.7,2.0,Ground
metal,electronics,87.0,12.9,0.63,0.0,,88.3,3.0,Air
jute,electronics,40.0,6.4,0.2,0.87,1.01,72.7,3.0,Air
paper,food,45.0,8.8,0.18,0.88,1.59,82.6,1.0,Ground
jute,cosmetics,55.0,10.2,0.18,0.86,0.93,61.8,2.0,Ground
paper,cosmetics,40.0,6.1,0.2,0.99,1.12,,2.0,Ground
plastic,cosmetics,,6.4,0.42,0.16,8.67,46.0,2.0,Ground
plastic,home,74.0,13.2,0.27,0.09,11.08,38.5,1.0,Ground
bagasse,electronics,,4.6,0.16,0.92,0.96,81.1,3.0,Air
jute,electronics,53.0,7.7,0.27,0.92,1.56,,3.0,Air
bamboo,food,58.0,,0.29,0.84,1.15,84.2,1.0,Ground
paper,electronics,48.0,8.5,0.15,0.99,0.91,79.6,3.0,Air
metal,home,83.0,11.8,0.68,0.0,12.13,93.6,1.0,Ground
bamboo,cosmetics,48.0,,0.27,0.8,,70.8,2.0,Ground
jute,electronics,49.0,8.9,,0.97,1.04,75.5,3.0,Air
bamboo,electronics,64.0,12.5,0.34,0.79,0.75,77.2,3.0,Air
glass,cosmetics,78.0,11.1,0.32,0.03,13.76,85.4,2.0,Ground
bamboo,cosmetics,59.0,10.5,0.32,0.83,1.25,74.8,2.0,Ground
paper,pharmaceuticals,49.0,6.9,0.24,0.87,1.74,92.0,2.0,Ground
jute,cosmetics,43.0,8.1,0.21,0.91,1.64,63.5,2.0,Ground
plastic,food,56.0,,0.36,0.16,15.03,45.4,1.0,Ground
paper,food,53.0,,0.22,0.93,1.76,82.7,1.0,Ground
jute,pharmaceuticals,43.0,6.1,0.16,0.9,1.4,72.8,2.0,Ground
bagasse,cosmetics,34.0,5.2,0.23,0.96,1.09,87.5,2.0,Ground
jute,home,50.0,7.2,0.24,0.91,1.24,75.3,1.0,Ground
bagasse,electronics,45.0,7.3,0.16,0.99,0.9,77.3,3.0,Air
bagasse,home,48.0,7.5,0.23,0.95,0.78,78.7,1.0,Ground
paper,electronics,48.0,8.0,0.24,0.89,1.08,,3.0,Air
paper,pharmaceuticals,48.0,7.0,0.15,0.97,1.62,78.0,2.0,Ground
bagasse,cosmetics,42.0,7.5,0.13,0.95,1.01,82.2,2.0,Ground
paper,pharmaceuticals,30.0,4.3,0.16,0.99,1.56,88.2,2.0,Ground
plastic,food,56.0,8.4,0.36,0.16,13.5,53.1,1.0,Ground
plastic,pharmaceuticals,55.0,9.1,0.27,0.17,13.28,54.1,2.0,Ground
glass,electronics,,11.0,0.58,0.02,19.63,92.2,3.0,Air
paper,cosmetics,48.0,6.4,0.18,0.95,1.58,94.6,2.0,Ground
paper,home,34.0,5.2,0.24,0.98,1.05,87.3,1.0,Ground
jute,electronics,39.0,7.8,0.18,0.94,1.17,66.0,3.0,Air
plastic,electronics,61.0,10.1,0.26,0.12,8.15,43.5,3.0,Air
bamboo,electronics,59.0,11.7,0.32,0.84,0.88,72.7,3.0,Air
metal,electronics,98.0,14.1,0.41,0.0,19.21,91.9,3.0,Air
bamboo,food,55.0,8.0,0.35,0.83,0.84,75.0,1.0,Ground
plastic,food,76.0,15.2,0.23,0.14,15.64,26.2,1.0,Ground
jute,pharmaceuticals,51.0,9.9,0.23,0.96,1.3,77.8,2.0,Ground
paper,cosmetics,42.0,6.2,0.24,0.87,1.3,76.5,2.0,Ground
plastic,home,60.0,8.8,0.33,0.1,16.23,33.1,1.0,Ground
metal,electronics,86.0,,0.74,0.0,16.87,93.5,3.0,Air
glass,food,70.0,10.5,0.38,0.01,16.77,86.2,1.0,Ground
bagasse,pharmaceuticals,31.0,,0.18,0.99,0.85,85.8,2.0,Ground
bamboo,cosmetics,45.0,6.9,0.23,0.86,0.77,72.6,2.0,Ground
metal,electronics,79.0,11.5,0.46,0.0,,91.8,3.0,Air
paper,cosmetics,48.0,7.4,0.23,0.91,,87.7,2.0,Ground
plastic,home,46.0,6.9,0.44,0.18,13.2,50.3,1.0,Ground
paper,cosmetics,42.0,7.1,0.24,0.92,1.16,87.9,2.0,Ground
plastic,cosmetics,76.0,10.7,0.3,0.1,13.94,51.6,2.0,Ground
metal,electronics,75.0,10.0,0.48,0.0,14.43,88.9,3.0,Air
jute,cosmetics,37.0,5.7,0.17,0.9,0.99,69.2,2.0,Ground
paper,food,46.0,7.7,0.19,0.97,1.54,94.4,1.0,Ground
paper,pharmaceuticals,43.0,8.5,0.13,0.9,1.19,79.7,2.0,Ground
plastic,food,53.0,7.1,0.35,0.14,,47.8,1.0,Ground
paper,electronics,45.0,8.2,0.21,,0.84,90.5,3.0,Air
glass,cosmetics,91.0,16.6,0.44,0.02,12.51,91.7,2.0,Ground
metal,home,77.0,10.9,0.71,0.0,13.51,97.0,1.0,Ground
metal,home,89.0,13.1,0.57,0.0,21.47,89.5,1.0,Ground
plastic,electronics,73.0,12.1,0.28,0.11,11.77,38.0,3.0,Air
bagasse,home,31.0,6.0,0.24,0.95,0.97,80.7,1.0,Ground
plastic,home,57.0,7.8,0.21,0.13,16.41,52.5,1.0,Ground
glass,electronics,86.0,11.9,0.52,0.02,9.8,91.9,3.0,Air
paper,food,50.0,8.5,0.14,0.9,0.84,80.8,1.0,Ground
plastic,food,53.0,8.3,0.4,0.13,13.11,44.0,1.0,Ground
paper,home,41.0,6.4,0.19,0.85,0.98,86.5,1.0,Ground
paper,food,49.0,6.6,0.19,0.97,1.25,86.0,1.0,Ground
metal,food,96.0,13.9,0.47,0.0,19.63,96.8,1.0,Ground
glass,food,68.0,9.9,0.56,0.02,9.42,90.2,1.0,Ground
jute,electronics,36.0,4.9,0.25,0.87,1.28,70.6,3.0,Air
jute,home,38.0,5.6,0.23,0.99,1.4,66.4,1.0,Ground
bamboo,home,63.0,11.3,0.28,0.89,,80.5,1.0,Ground
bagasse,pharmaceuticals,38.0,7.6,0.19,0.91,0.89,83.3,2.0,Ground
paper,home,39.0,6.2,0.15,0.97,1.04,,1.0,Ground
glass,electronics,71.0,12.6,0.58,0.02,19.82,88.8,3.0,Air
paper,pharmaceuticals,34.0,5.3,0.18,0.98,0.94,83.7,2.0,Ground
glass,pharmaceuticals,65.0,9.5,0.5,0.01,17.54,90.1,2.0,Ground
plastic,pharmaceuticals,56.0,10.8,0.39,0.13,8.13,37.9,2.0,Ground
paper,food,45.0,8.5,0.17,0.93,1.25,92.8,1.0,Ground
jute,cosmetics,48.0,9.4,0.29,0.91,1.09,,2.0,Ground
metal,pharmaceuticals,93.0,17.0,0.76,0.0,21.3,98.0,2.0,Ground
plastic,home,65.0,11.9,0.31,0.24,16.55,40.6,1.0,Ground
jute,pharmaceuticals,38.0,7.5,0.16,0.85,1.3,,2.0,Ground
plastic,electronics,54.0,,0.36,0.1,11.84,30.0,3.0,Air
plastic,cosmetics,53.0,10.6,0.32,0.15,14.62,29.4,2.0,Ground
plastic,electronics,65.0,11.5,,0.21,16.62,37.1,3.0,Air
plastic,pharmaceuticals,56.0,8.0,0.36,0.1,11.88,52.5,2.0,Ground
plastic,pharmaceuticals,64.0,9.8,0.23,0.17,9.06,,2.0,Ground
jute,cosmetics,38.0,7.0,0.16,0.91,1.27,74.5,2.0,Ground
jute,cosmetics,35.0,6.7,0.3,0.93,,63.6,2.0,Ground
paper,home,42.0,5.7,0.23,0.87,0.85,75.9,,Ground
plastic,food,55.0,9.6,0.44,0.06,8.94,37.4,1.0,Ground
bamboo,home,48.0,6.7,0.34,0.87,1.24,67.6,1.0,Ground
jute,food,51.0,8.6,0.17,0.91,1.43,70.9,1.0,Ground
bamboo,electronics,60.0,8.8,0.23,0.79,1.24,80.0,3.0,Air
plastic,home,47.0,7.2,0.25,0.06,16.95,34.7,1.0,Ground
metal,food,82.0,13.1,0.66,0.0,15.19,,1.0,Ground
glass,home,93.0,15.6,0.6,0.0,19.65,85.7,1.0,Ground
paper,pharmaceuticals,37.0,6.4,0.16,0.93,0.95,89.0,2.0,Ground
metal,pharmaceuticals,80.0,11.8,0.39,0.0,13.44,96.0,2.0,Ground
bamboo,home,43.0,6.0,0.24,0.82,1.2,75.6,1.0,Ground
paper,pharmaceuticals,47.0,7.7,0.16,0.89,1.27,93.2,2.0,Ground
paper,food,38.0,7.5,,0.93,0.93,77.7,1.0,Ground
plastic,pharmaceuticals,64.0,9.1,0.18,0.09,15.6,37.3,2.0,Ground
paper,cosmetics,45.0,7.3,0.25,0.93,1.38,81.1,2.0,
bagasse,electronics,42.0,6.3,0.23,0.97,0.79,84.7,3.0,Air
glass,pharmaceuticals,76.0,13.9,0.38,0.02,13.4,88.7,2.0,Ground
paper,electronics,31.0,,0.25,0.93,1.27,87.4,3.0,Air
bamboo,cosmetics,54.0,10.7,0.22,0.79,1.2,73.6,2.0,Ground
jute,food,35.0,5.2,0.24,0.91,1.63,60.2,1.0,Ground
paper,home,32.0,5.7,0.14,0.9,1.31,86.2,1.0,Ground
jute,food,41.0,7.3,0.24,0.96,1.47,70.0,1.0,Ground
paper,home,49.0,6.8,0.13,0.95,0.83,83.9,1.0,Ground
paper,cosmetics,33.0,4.9,0.13,0.91,1.18,91.3,2.0,Ground
glass,electronics,90.0,16.5,0.31,0.0,15.85,92.4,3.0,Air
plastic,food,72.0,10.7,0.43,0.19,7.17,35.3,1.0,Ground
bamboo,food,46.0,7.8,0.26,0.76,0.85,70.2,1.0,Ground
bagasse,cosmetics,31.0,6.1,0.25,0.97,,87.0,2.0,Ground
jute,pharmaceuticals,56.0,8.0,0.19,0.87,1.27,76.0,2.0,Ground
bamboo,pharmaceuticals,48.0,6.8,0.31,0.9,0.97,68.3,2.0,Ground
bagasse,electronics,36.0,5.5,0.22,0.95,0.6,88.9,3.0,Air
glass,pharmaceuticals,74.0,11.8,0.38,,12.15,93.7,2.0,Ground
bagasse,pharmaceuticals,35.0,,0.26,0.94,1.12,78.4,2.0,Ground
bamboo,electronics,52.0,10.3,0.34,0.85,0.79,74.3,3.0,Air
glass,pharmaceuticals,77.0,11.3,0.56,0.01,14.3,94.4,2.0,Ground
bagasse,food,31.0,6.1,0.25,1.0,0.69,80.2,1.0,Ground
paper,home,42.0,6.5,0.2,0.88,1.24,92.0,1.0,Ground
plastic,home,64.0,10.2,0.24,0.1,14.13,27.7,1.0,Ground
plastic,pharmaceuticals,79.0,11.4,0.35,0.07,14.13,,2.0,Ground
paper,home,51.0,9.0,0.19,0.97,0.89,75.5,1.0,Ground
paper,pharmaceuticals,46.0,7.7,0.22,0.92,1.62,78.4,2.0,Ground
plastic,electronics,46.0,7.0,0.25,0.15,,37.5,3.0,Air
bagasse,cosmetics,40.0,5.5,0.28,0.91,0.88,86.5,2.0,Ground
bamboo,home,62.0,9.6,0.34,0.87,1.09,67.3,1.0,Ground
plastic,home,67.0,13.0,0.39,0.21,16.31,43.7,,Ground
plastic,home,48.0,9.1,0.33,0.24,12.91,44.0,1.0,Ground
glass,pharmaceuticals,86.0,16.3,0.46,0.02,17.11,,2.0,Ground
jute,cosmetics,58.0,10.9,0.23,0.96,1.05,67.5,2.0,Ground
plastic,pharmaceuticals,48.0,7.0,0.42,0.24,12.32,29.1,2.0,Ground
metal,food,87.0,15.7,0.61,0.0,12.12,97.8,1.0,Ground
jute,home,49.0,7.9,0.26,0.93,1.59,76.4,1.0,Ground
glass,home,67.0,9.2,0.56,0.02,15.86,85.8,1.0,Ground
paper,pharmaceuticals,50.0,9.6,0.14,0.96,,90.2,2.0,Ground
plastic,electronics,77.0,10.5,0.37,0.09,9.5,25.5,3.0,Air
bamboo,food,62.0,12.1,0.29,0.81,1.04,68.0,1.0,Ground
glass,electronics,90.0,12.8,0.49,0.03,9.9,92.7,3.0,Air
plastic,pharmaceuticals,47.0,7.3,0.22,0.1,10.76,27.3,2.0,Ground
paper,pharmaceuticals,33.0,5.8,0.12,0.89,1.63,75.8,2.0,Ground
glass,cosmetics,69.0,10.3,0.31,0.01,21.59,85.7,2.0,Ground
glass,cosmetics,92.0,15.2,0.45,0.01,14.76,87.1,2.0,Ground
plastic,food,55.0,7.7,0.4,0.19,7.59,53.4,1.0,Ground
bamboo,pharmaceuticals,56.0,9.4,0.23,0.76,1.02,65.9,2.0,Ground
plastic,pharmaceuticals,56.0,8.5,0.23,0.09,17.32,37.9,2.0,Ground
metal,electronics,89.0,14.6,0.66,0.0,23.45,89.5,3.0,Air
jute,electronics,41.0,5.7,0.27,0.93,1.62,65.4,3.0,Air
metal,electronics,94.0,18.0,0.49,0.0,18.33,92.0,3.0,Air
bamboo,food,48.0,8.3,0.34,0.76,1.19,69.6,1.0,Ground
paper,home,54.0,8.1,0.2,0.88,1.48,78.3,1.0,Ground
paper,cosmetics,31.0,5.3,0.21,0.95,1.37,82.2,2.0,Ground
paper,electronics,54.0,7.6,0.17,0.93,1.04,86.5,3.0,Air
jute,home,49.0,8.5,0.25,0.93,,77.7,1.0,Ground
jute,food,38.0,7.0,0.22,0.87,1.34,,1.0,Ground
paper,pharmaceuticals,43.0,7.6,0.16,0.88,1.31,90.2,2.0,Ground
bamboo,pharmaceuticals,49.0,9.7,0.31,0.83,1.22,66.5,2.0,Ground
plastic,home,62.0,8.5,0.18,0.18,16.02,25.4,1.0,Ground
paper,cosmetics,39.0,6.0,0.2,0.96,1.36,89.1,2.0,Ground
glass,home,69.0,11.9,0.49,0.02,13.13,87.9,1.0,Ground
paper,food,38.0,6.4,,0.99,1.28,94.3,1.0,Ground
jute,electronics,49.0,,0.27,0.94,1.61,77.4,3.0,Air
metal,electronics,89.0,16.3,0.74,0.0,18.39,89.5,3.0,Air
plastic,cosmetics,68.0,11.5,0.36,0.11,9.36,29.4,2.0,Ground
plastic,cosmetics,79.0,13.1,0.33,0.06,11.96,27.1,2.0,Ground
paper,food,39.0,6.1,0.24,0.92,1.22,75.3,1.0,Ground
bagasse,home,44.0,6.1,0.28,1.0,0.91,85.6,1.0,Ground
