Material Name ,ProductCategory,Strength_Value,WtCapacity,Unit Cost($),Bio Score,CO2Emission,Recycle %,FragileLevel,Ship-Type
bamboo,cosmetics,38.0,5.0,0.76,0.4,17.23,64.3,1,
bamboo,electronics,93.0,,0.77,0.4,22.63,40.7,3,Ground
bagasse,home,83.0,,0.25,0.19,6.16,49.3,3,Ground
bamboo,,80.0,18.0,0.32,0.54,2.61,69.4,1,
bamboo,,68.0,7.0,0.64,0.85,1.86,95.2,3,
plastic,,33.0,9.0,0.71,,22.01,29.5,2,Air
paper,electronics,32.0,11.0,0.46,0.89,24.35,24.6,1,Ground
glass,home,93.0,5.0,,0.67,7.91,60.2,1,Ground
paper,cosmetics,58.0,16.0,0.11,0.62,17.49,13.1,,
bamboo,cosmetics,40.0,,0.31,0.63,0.72,58.3,1,
plastic,home,87.0,12.0,0.54,0.3,,8.9,2,Air
jute,electronics,56.0,10.0,0.43,0.42,,49.1,,Ground
plastic,food,50.0,6.0,0.18,0.8,2.11,62.0,2,
bamboo,cosmetics,68.0,23.0,0.36,0.31,11.98,7.0,1,Air
plastic,,75.0,,0.12,0.47,16.73,20.7,3,Ground
metal,,95.0,24.0,0.55,0.02,19.27,33.5,2,Air
plastic,electronics,65.0,18.0,0.72,0.73,11.62,36.9,3,Air
bamboo,pharmaceuticals,94.0,5.0,0.72,0.42,15.94,,3,
bagasse,pharmaceuticals,92.0,14.0,0.59,0.53,13.72,52.9,3,Air
metal,pharmaceuticals,64.0,20.0,0.43,0.11,1.78,38.2,,Ground
plastic,electronics,60.0,8.0,0.46,0.99,18.7,,3,Ground
glass,electronics,57.0,15.0,,0.3,4.72,1.3,3,
glass,home,30.0,20.0,0.34,0.63,1.28,77.1,3,Ground
plastic,food,54.0,24.0,0.23,0.58,,,,Ground
bagasse,food,72.0,5.0,0.67,0.79,21.71,82.9,,Ground
jute,home,96.0,20.0,0.74,0.29,4.2,,3,Air
bamboo,home,92.0,23.0,0.48,0.76,0.82,52.8,1,Ground
glass,pharmaceuticals,80.0,13.0,0.61,0.38,3.19,70.5,3,
jute,home,31.0,13.0,0.19,0.41,9.41,86.0,1,Ground
plastic,cosmetics,93.0,13.0,0.53,0.67,,94.3,2,Air
jute,food,98.0,21.0,0.59,0.78,5.23,54.3,1,Air
metal,home,38.0,16.0,0.42,0.67,20.15,15.1,,
paper,cosmetics,31.0,17.0,0.27,0.9,18.96,87.9,2,Ground
glass,cosmetics,63.0,12.0,0.71,0.29,17.55,4.1,,Ground
plastic,cosmetics,89.0,20.0,0.62,0.9,12.44,80.7,2,Ground
bamboo,cosmetics,90.0,22.0,0.73,0.13,9.45,68.0,1,Air
bagasse,pharmaceuticals,60.0,5.0,0.67,0.66,9.7,90.5,2,Ground
metal,cosmetics,39.0,5.0,0.79,0.55,12.83,89.7,3,Ground
,pharmaceuticals,65.0,16.0,,0.49,2.39,5.3,3,Ground
bamboo,pharmaceuticals,78.0,10.0,0.16,0.31,17.22,60.9,1,Air
bagasse,,99.0,13.0,0.34,0.5,9.11,12.5,1,Air
bagasse,food,78.0,9.0,,0.16,6.01,7.8,3,Air
plastic,,32.0,20.0,,0.37,7.32,44.8,1,
metal,cosmetics,34.0,22.0,0.54,0.1,4.92,,1,
jute,cosmetics,90.0,21.0,0.5,0.57,,72.8,1,Ground
jute,food,55.0,22.0,0.28,0.1,4.64,96.9,3,
bagasse,electronics,34.0,5.0,0.74,,22.13,57.0,1,Ground
jute,electronics,,23.0,0.11,0.09,14.52,23.5,,Air
paper,pharmaceuticals,45.0,12.0,0.34,0.38,21.75,84.3,,Ground
bagasse,pharmaceuticals,30.0,7.0,0.6,,12.11,85.3,3,Air
bagasse,food,45.0,9.0,0.64,0.91,23.23,73.3,2,
bamboo,home,66.0,12.0,0.39,0.07,5.68,61.5,2,Air
jute,electronics,32.0,23.0,0.11,0.63,14.09,86.8,1,Air
metal,pharmaceuticals,81.0,22.0,0.53,0.68,3.58,16.3,1,Ground
bagasse,electronics,76.0,22.0,0.14,0.53,11.46,93.2,1,Air
metal,food,42.0,5.0,0.18,0.67,14.46,94.7,2,Air
paper,,84.0,19.0,0.56,0.23,15.34,87.2,2,Ground
,home,50.0,22.0,0.32,0.49,9.46,25.1,,Ground
plastic,home,95.0,11.0,0.34,0.39,2.37,85.8,,Ground
metal,food,83.0,20.0,0.44,0.09,16.56,49.8,1,Air
bagasse,pharmaceuticals,56.0,20.0,0.79,0.63,12.47,59.5,3,Air
paper,electronics,67.0,19.0,0.78,0.5,3.85,84.1,1,Ground
glass,cosmetics,87.0,10.0,0.39,0.28,23.43,3.0,3,Ground
paper,home,91.0,13.0,0.29,0.47,23.91,36.3,1,Air
paper,cosmetics,75.0,11.0,0.31,0.78,21.49,81.6,,
bamboo,pharmaceuticals,40.0,18.0,0.29,0.8,21.17,81.4,3,Air
,home,,15.0,0.47,0.65,2.92,,1,Air
glass,cosmetics,93.0,20.0,0.52,0.47,24.84,16.9,3,Ground
jute,pharmaceuticals,50.0,10.0,0.44,0.58,10.31,70.6,3,Air
jute,electronics,,,0.39,0.39,4.5,14.7,2,
metal,pharmaceuticals,93.0,24.0,0.25,0.13,20.4,78.5,3,Air
paper,home,49.0,20.0,0.44,,6.03,24.5,3,Air
bamboo,food,37.0,16.0,0.34,0.53,13.39,73.8,3,Air
,electronics,87.0,21.0,,0.6,3.64,45.5,3,Ground
,cosmetics,75.0,9.0,0.57,0.94,12.13,98.6,2,Air
metal,home,60.0,17.0,0.54,0.78,14.17,58.0,3,
metal,,38.0,12.0,0.42,0.15,11.43,63.3,,Air
metal,pharmaceuticals,44.0,9.0,0.49,0.17,2.2,36.8,2,Ground
glass,food,55.0,16.0,0.3,0.1,12.38,73.5,1,Ground
,home,39.0,13.0,0.12,0.74,11.99,,3,Ground
glass,home,58.0,7.0,0.54,0.71,,1.8,,Ground
bagasse,food,65.0,7.0,0.28,,23.08,,1,Air
bagasse,pharmaceuticals,66.0,5.0,0.57,0.52,10.74,83.0,2,
plastic,food,52.0,22.0,0.62,0.83,21.67,23.7,1,Ground
jute,,70.0,16.0,0.74,0.58,3.19,22.1,3,Air
plastic,home,57.0,13.0,0.77,0.87,8.31,60.9,,Ground
,cosmetics,77.0,13.0,0.11,0.72,4.82,,2,Ground
bagasse,cosmetics,67.0,22.0,0.79,0.64,10.51,25.0,2,Air
paper,electronics,60.0,22.0,0.58,0.57,3.24,93.2,,Air
paper,home,43.0,,,0.72,11.31,92.7,1,Air
jute,cosmetics,58.0,8.0,0.11,0.42,9.17,20.1,3,
bamboo,food,80.0,17.0,,,5.97,26.4,,Air
glass,pharmaceuticals,78.0,21.0,0.2,0.04,16.23,70.1,,Ground
bamboo,food,72.0,6.0,0.69,0.48,23.8,95.2,2,Air
paper,pharmaceuticals,34.0,18.0,0.11,0.6,,71.0,3,Air
paper,cosmetics,71.0,7.0,,0.08,17.94,44.5,,Air
bagasse,electronics,36.0,9.0,0.4,0.29,18.69,16.9,,Air
bamboo,food,71.0,,0.24,0.32,12.7,46.1,3,Air
bamboo,food,65.0,7.0,0.18,0.56,22.49,60.7,1,Ground
paper,food,56.0,11.0,0.41,,24.18,33.1,2,Ground
glass,pharmaceuticals,87.0,,0.19,0.1,9.38,51.0,2,Ground
jute,cosmetics,75.0,17.0,0.44,0.16,16.45,13.0,,Air
metal,food,95.0,14.0,0.54,,16.72,45.2,2,Ground
jute,food,54.0,17.0,0.68,0.84,10.39,9.1,,
bamboo,electronics,56.0,20.0,0.58,,8.26,,,Air
jute,electronics,30.0,13.0,0.15,0.71,23.38,85.7,2,
paper,cosmetics,71.0,6.0,0.32,0.57,19.85,20.5,3,Air
paper,cosmetics,81.0,9.0,0.3,,3.3,57.5,,Ground
bamboo,home,54.0,21.0,0.74,0.27,3.44,,3,Air
bamboo,electronics,,8.0,0.71,0.16,23.1,26.3,3,Ground
metal,home,96.0,21.0,0.36,0.05,2.49,36.1,3,Ground
,pharmaceuticals,,13.0,0.15,0.24,17.37,14.4,1,Air
bagasse,home,87.0,24.0,0.73,0.68,6.06,4.6,3,Ground
bamboo,food,99.0,6.0,0.72,0.09,1.36,87.7,1,Ground
glass,,82.0,22.0,0.7,0.24,1.96,1.2,1,Ground
jute,cosmetics,95.0,15.0,0.69,0.86,9.65,6.1,3,
bamboo,,87.0,17.0,0.44,0.58,2.4,80.5,3,
plastic,food,31.0,12.0,0.22,0.07,15.12,28.2,1,
bagasse,home,51.0,5.0,,0.05,16.36,72.3,2,Ground
,pharmaceuticals,66.0,21.0,0.45,0.06,9.65,14.6,,Air
paper,pharmaceuticals,49.0,16.0,0.44,0.94,,23.7,3,Air
metal,,53.0,8.0,0.48,0.85,12.51,57.3,1,
jute,home,94.0,17.0,,,11.04,98.9,,
bamboo,pharmaceuticals,94.0,13.0,0.36,0.92,10.47,7.3,,Air
,pharmaceuticals,30.0,11.0,0.4,0.51,11.06,40.1,3,Air
jute,electronics,32.0,9.0,,0.25,24.21,4.3,3,Air
paper,pharmaceuticals,75.0,9.0,0.42,0.4,17.19,19.9,,Air
metal,electronics,84.0,21.0,0.67,0.72,8.22,90.7,3,Air
glass,home,93.0,13.0,0.68,0.88,18.48,9.6,1,Ground
,home,74.0,10.0,0.39,0.44,,85.7,3,Air
jute,home,55.0,23.0,0.46,0.54,3.58,17.8,2,Ground
,cosmetics,,20.0,0.12,0.93,12.15,86.2,2,Ground
glass,home,53.0,6.0,0.57,0.11,18.9,53.8,2,Ground
jute,pharmaceuticals,64.0,14.0,0.38,0.86,,,2,Air
paper,food,,20.0,0.41,0.16,21.79,15.2,2,
