product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P002897,Tata Salt 1kg,Food,Canned Food,356.0,419.0,Medium,Medium,Low,Kraft Paper,
P002898,Apple iPad 9th Gen,Electronics,Audio Device,805.0,1089.0,Medium,Low,Low,Greaseproof Paper,
P002899,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,386.0,409.0,Medium,Medium,Low,Hemp Fiber,
P002900,Fortune Soya Oil 1L,Food,Dairy,901.0,1136.0,Low,High,Low,Sugarcane Bagasse,
P002901,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,438.0,493.0,Medium,Medium,Low,Newsprint,
P002902,Centralized responsive synergy,Household Goods,Cleaning Supply,867.0,1095.0,Low,Low,Medium,Recycled Paper,
P002903,Organized full-range project,Household Goods,Cleaning Supply,810.0,1297.0,Low,Low,Medium,Greaseproof Paper,
P002904,Sunfeast Dark Fantasy Choco Fills,Food,Snack,64.0,101.0,Low,Low,Low,Aluminum Foil,
P002905,Profound reciprocal customer loyalty,Household Goods,Cleaning Supply,887.0,1182.0,High,Low,Medium,PBAT Bioplastic,
P002906,Aashirvaad Atta 5kg,Food,Canned Food,436.0,323.0,Medium,Medium,Low,Kraft Paper,
P002907,Dell Inspiron 15,Electronics,Mobile Device,165.0,,High,Medium,Low,PP Plastic,
P002908,Nestle Milkmaid,Food,Dairy,945.0,1062.0,Low,High,Low,PVC Plastic,
P002909,Fortune Soya Oil 1L,Food,Canned Food,354.0,315.0,Medium,Medium,Low,Tinplate,
P002910,Canon EOS 1500D DSLR,Electronics,Charger,289.0,283.0,Medium,Medium,Low,Newsprint,
P002911,Monitored context-sensitive time-frame,Apparel,Bottomwear,917.0,2505.0,Low,Low,Low,Greaseproof Paper,
P002912,Aashirvaad Atta 5kg,Food,Snack,66.0,141.0,Low,Low,Low,HDPE Plastic,
P002913,TP-Link Wireless Router,Electronics,Mobile Device,165.0,153.0,High,Medium,Low,LDPE Plastic,
P002914,Pond’r BB Cream,Cosmetics,Haircare,549.0,510.0,Medium,Medium,Low,Glass (Borosilicate),
P002915,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,427.0,573.0,Medium,Medium,Low,PHBV Bioplastic,
P002916,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,576.0,680.0,Medium,Medium,Low,Paperboard,
P002917,Vision-oriented stable groupware,Pharmaceuticals,Liquid Medicine,353.0,312.0,High,High,Medium,Notpla (Seaweed-based),
P002918,Fortune Soya Oil 1L,Food,Snack,73.0,81.0,Low,Low,Low,Edible Films,
P002919,Organized exuding complexity,Apparel,Topwear,252.0,1941.0,Low,Low,Low,PS Plastic,
P002920,TP-Link Wireless Router,Electronics,Charger,332.0,485.0,Medium,Medium,Low,HDPE Plastic,
P002921,Re-contextualized discrete methodology,Pharmaceuticals,Liquid Medicine,319.0,415.0,High,High,Medium,PBAT Bioplastic,
P002922,Fundamental global conglomeration,Pharmaceuticals,OTC Medicine,168.0,216.0,High,Medium,Medium,Cellulose Acetate,
P002923,Adaptive intangible hub,Apparel,Bottomwear,761.0,2865.0,Low,Low,Low,PHBV Bioplastic,
P002924,Fundamental content-based protocol,Pharmaceuticals,Liquid Medicine,209.0,281.0,High,High,Medium,Mushroom Packaging,
P002925,Up-sized bandwidth-monitored flexibility,Household Goods,Cleaning Supply,672.0,717.0,High,Low,Medium,Jute Fiber,
P002926,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,323.0,527.0,Medium,Medium,Low,PP Plastic,
P002927,Re-engineered composite focus group,Household Goods,Cleaning Supply,826.0,981.0,High,Low,Medium,Stainless Steel,
P002928,Extended modular attitude,Household Goods,Cleaning Supply,1074.0,1389.0,Low,Low,Medium,PVC Plastic,
P002929,Canon EOS 1500D DSLR,Electronics,Mobile Device,220.0,171.0,High,Medium,Low,PLA Bioplastic,
P002930,Samsung Galaxy S21,Electronics,Audio Device,650.0,986.0,Medium,Low,Low,Greaseproof Paper,
P002931,Polarized impactful paradigm,Apparel,Bottomwear,822.0,2716.0,Low,Low,Low,PP Plastic,
P002932,Logitech MX Master 3 Mouse,Electronics,Audio Device,521.0,1047.0,Medium,Low,Low,PHBV Bioplastic,
P002933,Maggi Noodles Pack,Food,Dairy,1059.0,1072.0,Low,High,Low,PVC Plastic,
P002934,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,162.0,189.0,High,Medium,Low,EVOH Film,
P002935,Persistent multi-state methodology,Household Goods,Cleaning Supply,865.0,873.0,High,Low,Medium,Coconut Husk Fiber,
P002936,Logitech MX Master 3 Mouse,Electronics,Charger,197.0,295.0,Medium,Medium,Low,HDPE Plastic,
P002937,Networked regional help-desk,Pharmaceuticals,Liquid Medicine,352.0,271.0,High,High,Medium,EVOH Film,
P002938,Nivea Men Face Wash,Cosmetics,Haircare,428.0,694.0,Medium,Medium,Low,Newsprint,
P002939,Expanded leadingedge application,Pharmaceuticals,OTC Medicine,93.0,172.0,High,Medium,Medium,HDPE Plastic,99999.0
P002940,Maybelline Mascara,Cosmetics,Haircare,489.0,683.0,Medium,Medium,Low,PP Plastic,
P002941,Fortune Soya Oil 1L,Food,Canned Food,371.0,417.0,Medium,Medium,Low,Glass (Soda-lime),
P002942,Managed 6thgeneration collaboration,Household Goods,Cleaning Supply,725.0,954.0,High,Low,Medium,Bamboo Pulp,
P002943,Lozitech MX Master 3 Mouse,Electronics,Audio Device,403.0,1412.0,Medium,Low,Low,Wheat Straw,
P002944,Re-engineered 5thgeneration approach,Apparel,Bottomwear,953.0,2610.0,Low,Low,Low,LDPE Plastic,
P002945,Samsung Galaxy S21,Electronics,Mobile Device,189.0,190.0,High,Medium,Low,PLA Bioplastic,
P002946,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,536.0,477.0,Medium,Medium,Low,Newsprint,
P002947,Tata Salt 1kg,Food,Canned Food,403.0,329.0,Medium,Medium,Low,PBAT Bioplastic,
P002948,Pre-emptive analyzing methodology,Apparel,Bottomwear,855.0,2231.0,Low,Low,Low,Glass (Borosilicate),
P002949,Tata Salt 1kg,Food,Snack,46.0,98.0,Low,Low,Low,Jute Fiber,
P002950,Lakme 9to5 Lipstick,Cosmetics,Haircare,504.0,428.0,Medium,Medium,Low,HDPE Plastic,
P002951,Right-sized empowering hub,Pharmaceuticals,Liquid Medicine,306.0,253.0,High,High,Medium,Aluminum Foil,
P002952,Future-proofed incremental task-force,Pharmaceuticals,OTC Medicine,105.0,194.0,High,Medium,Medium,Tinplate,
P002953,Dove Body Lotion 250ml,Cosmetics,Cream,193.0,266.0,High,Medium,Low,EVOH Film,
P002954,Dell Inspiron 15,Electronics,Charger,297.0,261.0,Medium,Medium,Low,Wheat Straw,
P002955,Sharable modular model,Household Goods,Cleaning Supply,783.0,945.0,High,Low,Medium,Coir Fiber,
P002956,Adaptive value-added superstructure,Pharmaceuticals,OTC Medicine,199.0,177.0,High,Medium,Medium,Cellulose Acetate,
P002957,Networked real-time solution,Apparel,Bottomwear,980.0,3491.0,Low,Low,Low,Glass (Borosilicate),
P002958,De-engineered content-based architecture,Household Goods,Cleaning Supply,1002.0,1338.0,Low,Low,Medium,Coir Fiber,
P002959,Balanced analyzing time-frame,Pharmaceuticals,Liquid Medicine,390.0,430.0,High,High,Medium,Edible Films,
P002960,TP-Link Wireless Router,Electronics,Charger,223.0,477.0,Medium,Medium,Low,Sugarcane Bagasse,
P002961,Team-oriented 24hour frame,Pharmaceuticals,Liquid Medicine,216.0,336.0,High,High,Medium,PBAT Bioplastic,
P002962,Amul Butter 500g,Food,Dairy,992.0,1190.0,Low,High,Low,Sugarcane Bagasse,
P002963,Synchronized modular info-mediaries,Household Goods,Cleaning Supply,1050.0,1333.0,Low,Low,Medium,Cotton Fiber,
P002964,Canon EOS 1500D DSLR,Electronics,Charger,237.0,542.0,Medium,Medium,Low,PS Plastic,
P002965,Reduced optimal application,Household Goods,Cleaning Supply,738.0,1055.0,High,Low,Medium,PVC Plastic,
P002966,Sunfeast Dark Fantasy Choco Fills,Food,Snack,59.0,126.0,Low,Low,Low,Edible Films,
P002967,Cross-platform global budgetary management,Pharmaceuticals,Liquid Medicine,200.0,345.0,High,High,Medium,Glass (Borosilicate),
P002968,Fortune Soya Oil 1L,Food,Dairy,,1125.0,Low,High,Low,Glass (Borosilicate),
P002969,Assimilated upward-trending frame,Pharmaceuticals,OTC Medicine,198.0,168.0,High,Medium,Medium,Kraft Paper,
P002970,Persevering non-volatile implementation,Pharmaceuticals,OTC Medicine,91.0,154.0,High,Medium,Medium,Aluminum Foil,
P002971,Multi-channeled mission-critical utilization,Household Goods,Cleaning Supply,666.0,1179.0,High,Low,Medium,Notpla (Seaweed-based),
P002972,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,367.0,638.0,Medium,Medium,Low,Jute Fiber,99999.0
P002973,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,416.0,653.0,Medium,Medium,Low,Newsprint,
P002974,Maybelline Mascara,Cosmetics,Cream,127.0,151.0,High,Medium,Low,Kraft Paper,
P002975,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,438.0,352.0,Medium,Medium,Low,Kraft Paper,
P002976,Lakme 9to5 Lipstick,Cosmetics,Haircare,515.0,641.0,Medium,Medium,Low,Recycled Paper,
P002977,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,751.0,825.0,Medium,Low,Low,Cellulose Acetate,
P002978,Adaptive reciprocal paradigm,Household Goods,Cleaning Supply,786.0,917.0,High,Low,Medium,PHA Bioplastic,
P002979,Distributed intermediate capability,Household Goods,Cleaning Supply,895.0,977.0,Low,Low,Medium,Sugarcane Bagasse,
P002980,Implemented background concept,Pharmaceuticals,Liquid Medicine,249.0,309.0,High,High,Medium,PLA Bioplastic,
P002981,Sunfeast Dark Fantasy Choco Fills,Food,Canned Food,389.0,410.0,Medium,Medium,Low,Greaseproof Paper,
P002982,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,168.0,298.0,High,Medium,Low,PHA Bioplastic,
P002983,Apple iPad 9th Gen,Electronics,Charger,253.0,568.0,Medium,Medium,Low,PP Plastic,
P002984,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,444.0,417.0,Medium,Medium,Low,Hemp Fiber,
P002985,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,150.0,259.0,High,Medium,Low,Recycled Paper,
P002986,Quality-focused needs-based matrix,Pharmaceuticals,Liquid Medicine,395.0,412.0,High,High,Medium,Recycled Paper,
P002987,Nestle Milkmaid,Food,Snack,56.0,128.0,Low,Low,Low,Newsprint,
P002988,Kissan Mixed Fruit Jam,Food,Snack,72.0,130.0,Low,Low,Low,AirCarbon,
P002989,Logitech MX Master 3 Mouse,Electronics,Audio Device,581.0,1164.0,Medium,Low,Low,Hemp Fiber,
P002990,Upgradable mobile parallelism,Pharmaceuticals,Liquid Medicine,267.0,312.0,High,High,Medium,Kraft Paper,
P002991,Pond’s BB Cream,Cosmetics,Haircare,543.0,621.0,Medium,Medium,Low,PHA Bioplastic,
P002992,Open-source secondary encryption,Apparel,Bottomwear,992.0,3278.0,Low,Low,Low,Hemp Fiber,
P002993,Amul Butter 500g,Food,Canned Food,370.0,427.0,Medium,Medium,Low,Hemp Fiber,
P002994,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,276.0,338.0,Medium,Medium,Low,Palm Fiber,
P002995,Lakme 9to5 Lipstick,Cosmetics,Cream,179.0,251.0,High,Medium,Low,Wheat Straw,
P002996,Dove Body Lotion 250ml,Cosmetics,Cream,205.0,194.0,High,Medium,Low,Notpla (Seaweed-based),
P002997,Optimized mobile matrix,Pharmaceuticals,Liquid Medicine,307.0,409.0,High,High,Medium,HDPE Plastic,
P002998,Self-enabling tertiary productivity,Household Goods,Cleaning Supply,1127.0,1306.0,Low,Low,Medium,Hemp Fiber,
P002999,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,399.0,636.0,Medium,Medium,Low,EVOH Film,
P003000,Profit-focused regional Internet solution,Pharmaceuticals,Liquid Medicine,,332.0,High,High,Medium,Corrugated Paper,
P003001,Future-proofed responsive time-frame,Apparel,Bottomwear,993.0,2170.0,Low,Low,Low,Recycled Paper,
P003002,Biotique Neem Face Wash,Cosmetics,Haircare,480.0,419.0,Medium,Medium,Low,Corrugated Paper,
P003003,Lakme 9to5 Lipstick,Cosmetics,Cream,239.0,159.0,High,Medium,Low,PLA Bioplastic,
P003004,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,180.0,199.0,High,Medium,Low,Edible Films,
P003005,Biotique Neem Face Wash,Cosmetics,Cream,234.0,280.0,High,Medium,Low,Coconut Husk Fiber,
P003006,Face-to-face zero tolerance open architecture,Pharmaceuticals,Liquid Medicine,392.0,323.0,High,High,Medium,PVC Plastic,
P003007,Proactive bottom-line collaboration,Apparel,Topwear,228.0,2337.0,Low,Low,Low,Corrugated Paper,
P003008,Maybelline Mascara,Cosmetics,Haircare,410.0,453.0,Medium,Medium,Low,Newsprint,
P003009,Logitech MX Master 3 Mouse,Electronics,Mobile Device,175.0,,High,Medium,Low,Sugarcane Bagasse,
P003010,Stand-alone actuating attitude,Apparel,Topwear,181.0,2325.0,Low,Low,Low,Paperboard,
P003011,Visionary radical definition,Household Goods,Cleaning Supply,827.0,1188.0,Low,Low,Medium,LDPE Plastic,
P003012,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,210.0,377.0,Medium,Medium,Low,Notpla (Seaweed-based),
P003013,Future-proofed intermediate firmware,Apparel,Topwear,,1463.0,Low,Low,Low,PHA Bioplastic,
P003014,TP-Link Wireless Router,Electronics,Charger,276.0,279.0,Medium,Medium,Low,Newsprint,
P003015,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,169.0,238.0,High,Medium,Low,PHA Bioplastic,
P003016,Cross-group local synergy,Apparel,Topwear,193.0,2246.0,Low,Low,Low,PHBV Bioplastic,
P003017,Logitech MX Master 3 Mouse,Electronics,Mobile Device,150.0,241.0,High,Medium,Low,Notpla (Seaweed-based),
P003018,Team-oriented actuating Graphic Interface,Pharmaceuticals,Liquid Medicine,348.0,301.0,High,High,Medium,Coir Fiber,
P003019,Logitech fX Master 3 Mouse,Electronics,Mobile Device,0.0,207.0,High,Medium,Low,PHBV Bioplastic,
P003020,Innovative actuating knowledgebase,Household Goods,Cleaning Supply,934.0,1386.0,Low,Low,Medium,PS Plastic,
P003021,Nivea Men Face Wash,Cosmetics,Cream,218.0,156.0,High,Medium,Low,PVC Plastic,
P003022,Tata Salt 1kg,Food,Dairy,1074.0,1151.0,Low,High,Low,EVOH Film,
P003023,Devolved upward-trending knowledge user,Apparel,Topwear,245.0,,Low,Low,Low,Glass (Soda-lime),99999.0
P003024,Maggi Noodles Pack,Food,Canned Food,426.0,352.0,Medium,Medium,Low,Cotton Fiber,
P003025,Phased real-time process improvement,Apparel,Bottomwear,974.0,2904.0,Low,Low,Low,Palm Fiber,
P003026,Kissan Mixed Fruit Jam,Food,Dairy,1088.0,1018.0,Low,High,Low,PHA Bioplastic,
P003027,Business-focused stable budgetary management,Pharmaceuticals,OTC Medicine,117.0,236.0,High,Medium,Medium,Cellulose Acetate,
P003028,De-engineered stable throughput,Pharmaceuticals,OTC Medicine,0.0,138.0,High,Medium,Medium,Seaweed Film,
P003029,Virtual 3rdgeneration Internet solution,Household Goods,Cleaning Supply,1034.0,1106.0,Low,Low,Medium,Seaweed Film,
P003030,Advanced attitude-oriented matrix,Household Goods,Cleaning Supply,656.0,1048.0,High,Low,Medium,Stainless Steel,
P003031,Dove Body Lotion 250ml,Cosmetics,Cream,230.0,152.0,High,Medium,Low,AirCarbon,
P003032,Down-sized executive open architecture,Pharmaceuticals,Liquid Medicine,385.0,319.0,High,High,Medium,Rice Husk Composite,
P003033,Maybelline Mascara,Cosmetics,Cream,165.0,231.0,High,Medium,Low,Mushroom Packaging,
P003034,TP-Link Wireless Router,Electronics,Charger,287.0,576.0,Medium,Medium,Low,Glass (Borosilicate),
P003035,Operative bandwidth-monitored project,Apparel,Bottomwear,792.0,2890.0,Low,Low,Low,PHA Bioplastic,
P003036,User-centric transitional initiative,Pharmaceuticals,OTC Medicine,177.0,123.0,High,Medium,Medium,LDPE Plastic,
P003037,Fortune Soya Oil 1L,Food,Canned Food,416.0,449.0,Medium,Medium,Low,Coconut Husk Fiber,
P003038,Fortune Soya Oil 1L,Food,Dairy,0.0,1123.0,Low,High,Low,PET Plastic,
P003039,Canon EOS 1500D DSLR,Electronics,Audio Device,822.0,,Medium,Low,Low,PP Plastic,
P003040,Distributed foreground conglomeration,Pharmaceuticals,Liquid Medicine,241.0,343.0,High,High,Medium,Cellulose Acetate,
P003041,Cross-platform homogeneous hardware,Household Goods,Cleaning Supply,815.0,984.0,High,Low,Medium,PVC Plastic,
P003042,Open-architected national collaboration,Pharmaceuticals,Liquid Medicine,341.0,274.0,High,High,Medium,Kraft Paper,
P003043,Sharable user-facing monitoring,Apparel,Topwear,,2116.0,Low,Low,Low,Hemp Fiber,
P003044,Amul Butter 500g,Food,Canned Food,436.0,341.0,Medium,Medium,Low,Edible Films,
P003045,Biotique Neem Face Wash,Cosmetics,Cream,184.0,175.0,High,Medium,Low,Tinplate,
P003046,Kissan Mixed Fruit Jam,Food,Dairy,901.0,1023.0,Low,High,Low,PLA Bioplastic,
P003047,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,202.0,167.0,High,Medium,Low,Jute Fiber,
P003048,Logitech MX Master 3 Mouse,Electronics,Audio Device,845.0,1204.0,Medium,Low,Low,Coconut Husk Fiber,
P003049,Pond’s BB Cream,Cosmetics,Cream,150.0,249.0,High,Medium,Low,Tinplate,
P003050,Profit-focused heuristic core,Apparel,Bottomwear,876.0,3110.0,Low,Low,Low,EVOH Film,
P003051,Maybelline Mascara,Cosmetics,Haircare,443.0,592.0,Medium,Medium,Low,Wheat Straw,
P003052,Dell Inspiron 15,Electronics,Charger,200.0,583.0,Medium,Medium,Low,PVC Plastic,
P003053,Extended bi-directional open architecture,Pharmaceuticals,OTC Medicine,157.0,128.0,High,Medium,Medium,EVOH Film,
P003054,Monitored cohesive standardization,Apparel,Bottomwear,798.0,2454.0,Low,Low,Low,PET Plastic,
P003055,Lakme 9to5 Lipstick,Cosmetics,Haircare,409.0,554.0,Medium,Medium,Low,Stainless Steel,
P003056,Canon EOS 1500D DSLR,Electronics,Charger,272.0,348.0,Medium,Medium,Low,LDPE Plastic,
P003057,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,586.0,541.0,Medium,Medium,Low,PET Plastic,
P003058,Apple iPad 9th Gen,Electronics,Mobile Device,185.0,204.0,High,Medium,Low,Paperboard,
P003059,Devolved intangible paradigm,Pharmaceuticals,Liquid Medicine,238.0,430.0,High,High,Medium,PVC Plastic,
P003060,Configurable multi-tasking capability,Apparel,Topwear,270.0,1450.0,Low,Low,Low,Greaseproof Paper,
P003061,Managed directional interface,Pharmaceuticals,Liquid Medicine,397.0,361.0,High,High,Medium,Jute Fiber,
P003062,Adaptive regional model,Apparel,Bottomwear,741.0,2457.0,Low,Low,Low,Aluminum Foil,
P003063,Compatible multimedia software,Apparel,Topwear,194.0,1982.0,Low,Low,Low,Kraft Paper,
P003064,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,374.0,440.0,Medium,Medium,Low,Kraft Paper,
P003065,Fortune Soya Oil 1L,Food,Canned Food,356.0,308.0,Medium,Medium,Low,PS Plastic,
P003066,Horizontal mobile website,Pharmaceuticals,OTC Medicine,138.0,169.0,High,Medium,Medium,PP Plastic,
P003067,Canon EOS 150lD DSLR,Electronics,Mobile Device,178.0,130.0,High,Medium,Low,Stainless Steel,
P003068,Dove Body Lotion 250ml,Cosmetics,Haircare,434.0,490.0,Medium,Medium,Low,Paperboard,
P003069,Canon EOS 1500D DSLR,Electronics,Mobile Device,219.0,285.0,High,Medium,Low,PP Plastic,
P003070,Operative homogeneous capability,Pharmaceuticals,OTC Medicine,150.0,232.0,High,Medium,Medium,Sugarcane Bagasse,
P003071,Samsung Galaxy S21,Electronics,Charger,342.0,393.0,Medium,Medium,Low,PS Plastic,
P003072,Lakme 9to5 Lipstick,Cosmetics,Cream,226.0,190.0,High,Medium,Low,LDPE Plastic,
P003073,Switchable well-modulated pricing structure,Household Goods,Cleaning Supply,864.0,,Low,Low,Medium,Hemp Fiber,
P003074,Organic client-driven alliance,Apparel,Bottomwear,791.0,2791.0,Low,Low,Low,Aluminum Foil,
P003075,TP-Link Wireless Router,Electronics,Mobile Device,211.0,155.0,High,Medium,Low,Edible Films,
P003076,Universal fault-tolerant intranet,Pharmaceuticals,OTC Medicine,,153.0,High,Medium,Medium,PP Plastic,
P003077,Biotique Neem Face Wash,Cosmetics,Haircare,495.0,493.0,Medium,Medium,Low,Cotton Fiber,
P003078,Kissan Mixed Fruit Jam,Food,Dairy,915.0,1013.0,Low,High,Low,EVOH Film,
P003079,TP-Link Wireless Router,Electronics,Mobile Device,210.0,211.0,High,Medium,Low,Cellulose Acetate,
P003080,Kissan Mixed Fruit Jam,Food,Snack,41.0,139.0,Low,Low,Low,Coir Fiber,
P003081,Focused impactful pricing structure,Pharmaceuticals,OTC Medicine,168.0,242.0,High,Medium,Medium,Corrugated Paper,
P003082,TP-Link Wireless Router,Electronics,Charger,213.0,457.0,Medium,Medium,Low,HDPE Plastic,
P003083,Re-contextualized multi-tasking process improvement,Pharmaceuticals,OTC Medicine,156.0,100.0,High,Medium,Medium,Mushroom Packaging,
P003084,Profound homogeneous database,Pharmaceuticals,OTC Medicine,170.0,100.0,High,Medium,Medium,Aluminum Foil,
P003085,Pre-emptive user-facing time-frame,Apparel,Topwear,216.0,1418.0,Low,Low,Low,Greaseproof Paper,
P003086,Amul Butter 500g,Food,Dairy,952.0,1086.0,Low,High,Low,PHBV Bioplastic,
P003087,Aashirvaad Atta 5kg,Food,Dairy,902.0,914.0,Low,High,Low,Corrugated Paper,
P003088,Programmable object-oriented archive,Pharmaceuticals,OTC Medicine,150.0,103.0,High,Medium,Medium,PP Plastic,
P003089,Kissan Mixed Fruit Jam,Food,Dairy,989.0,1014.0,Low,High,Low,PLA Bioplastic,
P003090,Lakme 9to5 Lipstick,Cosmetics,Haircare,524.0,644.0,Medium,Medium,Low,Cellulose Acetate,
P003091,Organized reciprocal contingency,Apparel,Bottomwear,974.0,2520.0,Low,Low,Low,Glass (Soda-lime),
P003092,Dove Body Lotion 250ml,Cosmetics,Haircare,590.0,655.0,Medium,Medium,Low,Corrugated Paper,
P003093,Canon EOS 1500D DSLR,Electronics,Mobile Device,209.0,266.0,High,Medium,Low,PVC Plastic,
P003094,Canon EOS 1500D DSLR,Electronics,Mobile Device,219.0,223.0,High,Medium,Low,Corrugated Paper,
P003095,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,145.0,155.0,High,Medium,Low,Greaseproof Paper,
P003096,Canon EOS 1500D DSLR,Electronics,Audio Device,434.0,1219.0,Medium,Low,Low,PVC Plastic,99999.0
P003097,Advanced reciprocal adapter,Apparel,Topwear,260.0,2045.0,Low,Low,Low,Hemp Fiber,
P003098,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,169.0,155.0,High,Medium,Low,Edible Films,
P003099,Configurable incremental time-frame,Pharmaceuticals,OTC Medicine,110.0,220.0,High,Medium,Medium,PLA Bioplastic,
P003100,TP-Link Wireless Router,Electronics,Mobile Device,165.0,184.0,High,Medium,Low,Glass (Borosilicate),
P003101,Maybelline Mascara,Cosmetics,Haircare,421.0,622.0,Medium,Medium,Low,Mushroom Packaging,
P003102,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,1089.0,969.0,Low,High,Low,Recycled Paper,
P003103,Networked zero tolerance attitude,Household Goods,Cleaning Supply,942.0,1036.0,Low,Low,Medium,Kraft Paper,
