material_type,product_category,strength,weight_capacity,cost_per_unit,biodegradability_score,co2_emission_score,recyclability_percentage,fragility_level,shipping_type,co2_impact_index,cost_efficiency_index,material_suitability_score
paper,electronics,47.0,6.7,0.19,0.95,0.95,85.6,3.0,air,0.01440922190201729,0.4195949725657357,0.41555939569886297
bamboo,home,56.0,10.7,0.34,0.84,0.96,84.0,1.0,ground,0.014820913956360642,0.21112515798671386,0.4723766002686823
plastic,cosmetics,77.0,12.2,0.41,0.12,10.75,30.4,2.0,ground,0.41786743515850144,0.2626904211229917,0.28405994698173553
metal,cosmetics,86.0,13.0,0.61,0.0,19.48,94.8,2.0,ground,0.777274598600247,0.12942661515258974,0.39204690157034694
paper,food,30.0,4.7,0.17,0.86,1.41,94.6,1.0,ground,0.033347056401811445,0.2302724707383133,0.31474008602284587
bamboo,food,57.0,8.4,0.22,0.82,0.95,78.7,1.0,ground,0.01440922190201729,0.45489997760424067,0.439587714221427
bagasse,home,45.0,7.7,0.26,0.97,1.06,81.1,1.0,ground,0.018937834499794158,0.22683651905700455,0.40950535893317824
paper,pharmaceuticals,37.0,6.4,0.23,0.98,1.32,76.4,2.0,ground,0.02964182791272129,0.19308583064701793,0.3506065997475411
plastic,home,57.0,8.5,0.2,0.25,6.95,39.1,1.0,ground,0.26142445450802804,0.5277872916196147,0.2221147239540648
paper,electronics,44.0,6.2,0.18,0.98,1.08,90.6,3.0,air,0.01976121860848086,0.4105699533591761,0.4122614529304351
plastic,home,55.0,10.2,0.38,0.11,16.04,54.7,1.0,ground,0.6356525319061342,0.1518126540454278,0.1898768000385242
paper,food,54.0,8.8,0.15,0.92,1.46,92.6,1.0,ground,0.0354055166735282,0.7476176536383325,0.48363718060245103
plastic,food,60.0,9.7,0.36,0.12,17.42,46.5,1.0,ground,0.6924660354055167,0.20493931785402636,0.1857528072063015
bagasse,food,37.0,7.1,0.2,0.93,0.72,82.5,1.0,ground,0.004940304652120214,0.2697760071295601,0.36731077520468325
paper,electronics,41.0,7.6,0.19,0.94,1.66,91.6,3.0,air,0.04363935776039523,0.3548700731745503,0.40907422511608554
bagasse,pharmaceuticals,35.0,5.7,0.25,0.96,0.68,78.7,2.0,ground,0.0032935364347468125,0.13064321169958767,0.3343547400156829
metal,electronics,78.0,10.9,0.62,0.0,24.01,94.5,3.0,air,0.9637710992177851,0.08383326035434334,0.30888283844878367
plastic,cosmetics,77.0,11.0,0.39,0.24,16.34,36.8,2.0,ground,0.6480032935364348,0.28217399256677705,0.2834875463498332
plastic,pharmaceuticals,64.0,9.1,0.34,0.22,1.48,48.4,2.0,ground,0.036228900782214905,0.25651481220343875,0.286045140308479
glass,food,85.0,14.5,0.5,0.03,10.96,93.0,1.0,ground,0.42651296829971186,0.21793405774537877,0.45342495286904055
bamboo,electronics,61.0,8.2,0.33,0.84,0.73,66.3,3.0,air,0.005351996706463566,0.24372743557493862,0.42554435254253753
bagasse,electronics,30.0,4.2,0.19,0.96,0.62,83.3,3.0,air,0.0008233841086867031,0.17211741607002698,0.30648214122714035
paper,electronics,37.0,5.0,0.17,0.88,0.85,79.2,3.0,air,0.01029230135858378,0.3338173148774534,0.3238036289591491
paper,pharmaceuticals,53.0,7.7,0.21,0.89,1.27,92.6,2.0,ground,0.02758336764100453,0.4350664463415741,0.4547949398479996
bamboo,home,63.0,9.3,0.31,0.87,0.96,75.1,1.0,ground,0.014820913956360642,0.30046300180534996,0.47376043422348807
bamboo,pharmaceuticals,59.0,9.4,0.2,0.76,0.76,78.7,2.0,ground,0.006587072869493621,0.5627514376486409,0.45204968304740006
plastic,food,77.0,13.3,0.42,0.21,9.65,52.5,1.0,ground,0.37258130918073284,0.25651510264249894,0.3662538446124444
paper,cosmetics,43.0,7.1,0.14,0.9,1.51,82.7,2.0,ground,0.03746397694524496,0.6009862408803793,0.3889692171150801
bagasse,cosmetics,32.0,6.1,0.26,0.97,1.11,78.7,2.0,ground,0.020996294771510916,0.09143144716498895,0.3262110972088953
metal,electronics,84.0,14.0,0.37,0.0,23.61,88.6,3.0,air,0.947303417044051,0.3767553787424082,0.3847342146143712
bamboo,electronics,53.0,7.8,0.26,0.78,1.28,83.6,3.0,air,0.027995059695347883,0.30195851099709536,0.41188469536172534
plastic,electronics,77.0,13.7,0.37,0.14,15.05,48.4,3.0,air,0.5948950185261425,0.32918056935406065,0.330656547473742
jute,cosmetics,43.0,6.8,0.28,0.98,1.62,69.2,2.0,ground,0.04199258954302182,0.1669510277832031,0.36235225008825545
bagasse,home,49.0,6.6,0.2,0.95,0.69,88.3,1.0,ground,0.0037052284890901595,0.408426931037767,0.42880198855825713
paper,pharmaceuticals,54.0,8.3,0.13,0.98,1.09,85.4,2.0,ground,0.02017291066282421,0.8936556820199024,0.477039107846894
jute,cosmetics,39.0,6.5,0.2,0.85,1.28,71.0,2.0,ground,0.027995059695347883,0.28665525004012443,0.3258977888211104
glass,pharmaceuticals,70.0,8.4,0.39,0.02,17.76,93.6,2.0,ground,0.7064635652531907,0.2228182685173233,0.2851045684672939
plastic,pharmaceuticals,68.0,8.4,0.44,0.19,16.87,51.2,2.0,ground,0.6698229724166324,0.15677390589469076,0.22303386762616406
plastic,pharmaceuticals,48.0,9.4,0.23,0.07,13.66,52.6,2.0,ground,0.5376698229724167,0.33986195167935146,0.15713196620017233
glass,pharmaceuticals,88.0,14.7,0.39,0.03,20.85,87.4,2.0,ground,0.8336764100452861,0.3730624450175032,0.42500456341371157
paper,food,50.0,8.3,0.14,1.0,1.12,77.4,1.0,ground,0.021407986825854267,0.7422204197337822,0.44630548528160136
metal,home,90.0,12.9,0.61,0.0,24.89,96.3,1.0,ground,1.0,0.14484330568645484,0.38890497376750566
plastic,food,45.0,8.7,0.26,0.05,6.95,43.7,1.0,ground,0.26142445450802804,0.23611083904960836,0.1377097708854289
glass,electronics,85.0,16.7,0.55,0.02,14.92,94.6,3.0,air,0.5895430218196789,0.18395634011276282,0.46447190995524174
plastic,home,48.0,9.5,0.36,0.84,12.74,38.0,1.0,ground,0.4997941539728284,0.12322216661488201,0.2766296433396531
bamboo,cosmetics,62.0,9.1,0.21,0.76,0.79,72.7,2.0,ground,0.007822149032523675,0.5544842477469417,0.44781766815762813
bamboo,food,56.0,10.8,0.23,0.86,1.32,70.8,1.0,ground,0.02964182791272129,0.4384116329439183,0.4571362933207129
jute,pharmaceuticals,56.0,9.3,0.17,0.94,1.15,66.1,2.0,ground,0.022643062988884313,0.6643097626092296,0.4482935983146428
paper,electronics,49.0,7.9,0.14,0.84,1.48,75.8,3.0,air,0.036228900782214905,0.7181072672466158,0.3997734590969001
bagasse,cosmetics,42.0,8.4,0.23,0.97,0.97,80.2,2.0,ground,0.015232606010703994,0.2664738911631847,0.4066433497292228
jute,home,49.0,8.7,0.15,0.89,1.07,77.6,1.0,ground,0.01934952655413751,0.6656328961418851,0.42524570442166276
glass,food,93.0,14.9,0.4,0.01,1.48,90.3,1.0,ground,0.036228900782214905,0.3885351637375992,0.5304311280851316
metal,home,82.0,12.8,0.55,0.0,24.81,95.3,1.0,ground,0.9967064635652532,0.15370513318852236,0.35545169250941966
glass,home,92.0,12.9,0.4,0.0,10.73,78.7,1.0,ground,0.4170440510498148,0.37045021540699274,0.43507366104328926
plastic,electronics,54.0,8.9,0.39,0.21,17.78,53.7,3.0,air,0.7072869493618773,0.12698350572914266,0.17800223096033924
plastic,electronics,73.0,12.8,0.36,0.17,9.3,28.5,3.0,air,0.3581720872787156,0.3127791649810938,0.2905079209533962
glass,pharmaceuticals,84.0,12.7,0.37,0.02,11.17,93.2,2.0,ground,0.4351585014409222,0.36828315241297643,0.4318591605851385
jute,cosmetics,46.0,8.4,0.2,0.91,1.44,66.7,2.0,ground,0.0345821325648415,0.3939590085429975,0.3844896497086423
bamboo,home,40.0,6.6,0.22,0.75,1.11,85.0,1.0,ground,0.020996294771510916,0.2488415938647883,0.3396724083626617
glass,pharmaceuticals,77.0,12.7,0.37,0.84,9.11,90.3,2.0,ground,0.35034993824619187,0.32266347217757474,0.5679299595706411
plastic,electronics,73.0,9.8,0.32,0.24,9.23,43.8,3.0,air,0.3552902428983121,0.36201018289722986,0.2987214665962095
glass,food,75.0,14.2,0.5,0.01,15.47,93.8,1.0,ground,0.6121860848085633,0.16826070816070013,0.38497367794288795
bagasse,electronics,38.0,8.4,0.28,0.93,1.48,83.9,3.0,air,0.036228900782214905,0.13767066661967248,0.38309957168963676
jute,food,50.0,7.8,0.19,0.89,1.51,78.7,1.0,ground,0.03746397694524496,0.47162871521355126,0.4149452303532417
jute,pharmaceuticals,37.0,7.0,0.27,0.92,1.41,76.3,2.0,ground,0.033347056401811445,0.1310362844432218,0.343196964580108
glass,food,70.0,11.3,0.51,0.01,11.71,92.6,1.0,ground,0.45738987237546325,0.12247386645043812,0.33631715797205153
jute,electronics,37.0,5.4,0.29,0.88,1.66,78.3,3.0,air,0.04363935776039523,0.09063207709302674,0.31519640370821306
jute,cosmetics,57.0,10.5,0.23,0.89,1.21,76.1,2.0,ground,0.025113215314944422,0.44575043899553496,0.4748032562837227
plastic,electronics,52.0,7.9,0.22,0.17,10.23,30.2,3.0,air,0.39645944833264724,0.3946169398081243,0.14295548570550595
bamboo,electronics,50.0,9.5,0.28,0.81,0.8,66.2,3.0,air,0.008233841086867026,0.2504861758085699,0.39246807534773437
paper,food,51.0,7.3,0.25,0.99,1.13,84.1,1.0,ground,0.021819678880197608,0.3004003387278271,0.4408153384104374
jute,electronics,46.0,6.6,0.27,0.95,1.26,73.9,3.0,air,0.02717167558666118,0.2078414046561619,0.3785944770937713
bagasse,food,41.0,5.8,0.27,0.92,0.68,78.7,1.0,ground,0.0032935364347468125,0.15604260265208597,0.35232245965347925
paper,cosmetics,54.0,8.1,0.15,1.0,0.88,81.0,2.0,ground,0.011527377521613834,0.7363648437858791,0.46866443615708414
plastic,food,63.0,9.5,0.24,0.2,16.35,47.0,1.0,ground,0.6484149855907781,0.4665001713987226,0.22635243693792675
glass,food,85.0,14.1,0.55,0.01,12.79,91.1,1.0,ground,0.5018526142445451,0.17255733460507802,0.42889427711608136
plastic,home,71.0,10.3,0.24,0.22,13.43,32.3,1.0,ground,0.5282009057225195,0.5549153269901302,0.257678802892754
bagasse,electronics,38.0,6.5,0.26,0.98,1.19,78.2,3.0,air,0.024289831206257717,0.15078709511765334,0.3583438857123453
metal,home,94.0,12.9,0.57,0.0,23.3,95.4,1.0,ground,0.9345409633594072,0.19030966083175238,0.41392896264558376
paper,pharmaceuticals,54.0,7.6,0.21,0.87,1.56,82.8,2.0,ground,0.03952243721696172,0.44540067915550013,0.43240519993370147
jute,pharmaceuticals,53.0,8.5,0.25,0.97,1.04,66.2,2.0,ground,0.018114450391107456,0.33126527091477975,0.42521586151760754
jute,home,39.0,5.3,0.18,0.93,1.51,72.7,1.0,ground,0.03746397694524496,0.3315322725288352,0.32970801636794583
glass,cosmetics,67.0,9.1,0.37,0.0,14.7,90.7,2.0,ground,0.5804857966241251,0.2340309505773656,0.2856136400388098
plastic,pharmaceuticals,53.0,7.1,0.27,0.84,8.7,25.6,2.0,ground,0.3334705640181144,0.2748226141441911,0.2636368968468476
jute,home,41.0,7.3,0.24,0.99,1.27,76.4,1.0,ground,0.02758336764100453,0.2233584935223513,0.38163061816705396
bagasse,pharmaceuticals,33.0,6.5,0.25,0.99,0.82,79.7,2.0,ground,0.009057225195553725,0.11906886212948041,0.3439539693369395
bagasse,home,35.0,6.9,0.18,1.0,0.7,84.2,1.0,ground,0.004116920543433511,0.29938135151310336,0.3749680942269775
metal,home,90.0,8.4,0.64,0.0,17.18,93.3,2.0,ground,0.6825854261012761,0.10882164379377562,0.3514484193123075
bagasse,electronics,32.0,4.6,0.14,0.95,0.85,78.7,3.0,air,0.01029230135858378,0.36846655618270396,0.31183475569168245
jute,food,44.0,6.9,0.26,0.98,1.29,77.7,1.0,ground,0.028406751749691234,0.21014274307031766,0.38839433580492677
glass,electronics,67.0,8.4,0.35,0.02,15.49,78.7,3.0,air,0.6130094689172499,0.2575482810190894,0.25364712686005725
jute,electronics,56.0,10.0,0.25,0.95,1.26,66.0,3.0,air,0.02717167558666118,0.37466908180268194,0.45321179961710406
bagasse,home,49.0,8.4,0.27,0.94,0.85,80.3,1.0,ground,0.01029230135858378,0.25070937872850063,0.42883703028858616
glass,electronics,92.0,12.5,0.34,0.03,18.46,86.3,3.0,air,0.7352820090572252,0.47920780320424544,0.4239155652023658
paper,food,44.0,7.1,0.14,0.92,1.4,91.0,1.0,ground,0.03293536434746809,0.6182099212283555,0.41487155281346266
glass,electronics,93.0,14.3,0.39,0.0,21.52,86.0,3.0,air,0.8612597776862906,0.40150372945786644,0.429695336294373
paper,food,37.0,7.0,0.25,0.99,0.89,90.6,2.0,ground,0.011939069575957187,0.16247267301738258,0.3902726372122733
paper,home,33.0,5.7,0.25,0.95,0.81,75.1,1.0,ground,0.008645533141210379,0.11135262908274227,0.31570630575354103
paper,food,51.0,8.6,0.24,0.99,1.13,76.0,1.0,ground,0.021819678880197608,0.3368915910431362,0.4424286396560916
metal,food,86.0,11.6,0.55,0.0,14.69,91.3,1.0,ground,0.5800741045697818,0.16598098527372138,0.3900482582988184
bagasse,cosmetics,37.0,5.5,0.19,0.98,0.79,78.3,2.0,ground,0.007822149032523675,0.2774540170399952,0.3474824171088221
paper,home,49.0,9.5,0.17,0.86,1.69,78.5,1.0,ground,0.04487443392342527,0.5678570310823593,0.4278878318646463
bagasse,pharmaceuticals,49.0,6.9,0.23,0.96,1.06,89.3,2.0,ground,0.018937834499794158,0.32413593871160146,0.4331873392187391
jute,home,46.0,7.2,0.21,0.93,1.29,72.0,1.0,ground,0.028406751749691234,0.34894783955885705,0.3830760071266237
jute,electronics,37.0,5.8,0.16,0.99,0.94,61.4,3.0,air,0.01399752984767394,0.3831072603916957,0.32030338686287374
glass,cosmetics,75.0,14.2,0.56,0.02,21.63,92.1,2.0,ground,0.8657883902840674,0.12216998481764363,0.3536989354367079
bagasse,cosmetics,36.0,5.7,0.14,0.91,0.67,84.1,2.0,ground,0.002881844380403461,0.4563073259573814,0.3479583442285651
plastic,cosmetics,54.0,7.6,0.3,0.11,10.62,45.8,2.0,ground,0.41251543845203786,0.23320513936135134,0.1602519890151065
plastic,home,65.0,9.9,0.43,0.1,11.41,40.3,1.0,ground,0.44503911074516267,0.15809934884920393,0.21301554871156758
paper,food,33.0,5.3,0.22,0.92,1.26,92.9,1.0,ground,0.02717167558666118,0.1578690095542853,0.34132999263235597
paper,pharmaceuticals,38.0,6.2,0.21,0.94,1.45,91.2,2.0,ground,0.03499382461918485,0.24560551141959658,0.37568161719094817
paper,food,35.0,5.2,0.19,0.93,1.43,86.2,1.0,ground,0.03417044051049815,0.248264356530245,0.3383753542605301
plastic,electronics,65.0,11.7,0.29,0.16,6.9,47.7,3.0,air,0.2593659942363113,0.3758335205474166,0.2934485550810886
jute,pharmaceuticals,39.0,7.0,0.22,0.98,1.1,67.3,2.0,ground,0.020584602717167565,0.2422652624688483,0.3503013766667647
bamboo,cosmetics,63.0,12.3,0.25,0.89,0.81,84.8,2.0,ground,0.008645533141210379,0.4643702909710129,0.5433165412876898
glass,food,76.0,10.8,0.48,0.0,13.75,85.2,1.0,ground,0.5413750514615068,0.17412823577111253,0.332207469434118
plastic,electronics,73.0,11.9,0.26,0.25,16.85,31.4,3.0,air,0.6689995883079457,0.5254696228188472,0.27659122459005636
bagasse,pharmaceuticals,31.0,4.4,0.26,0.97,0.63,86.8,2.0,ground,0.0012350761630300546,0.06639078318495867,0.3175559804493743
bagasse,cosmetics,31.0,4.8,0.22,0.84,0.75,78.8,2.0,ground,0.006175380815150269,0.13046762873786874,0.28292501537663944
plastic,pharmaceuticals,47.0,7.2,0.2,0.18,10.7,50.9,2.0,ground,0.4158089748867847,0.39154768812720264,0.15594363029224317
bagasse,cosmetics,48.0,8.4,0.27,0.93,0.61,86.7,2.0,ground,0.00041169205434335156,0.2417785507967634,0.4366640783188669
glass,cosmetics,82.0,15.1,0.55,0.03,16.8,85.7,2.0,ground,0.6669411280362288,0.16378886882993582,0.40572908736318336
plastic,pharmaceuticals,78.0,13.7,0.29,0.15,11.84,34.6,2.0,ground,0.46274186908192677,0.500557183865663,0.32766797551223054
bamboo,cosmetics,56.0,8.8,0.27,0.85,1.32,79.9,2.0,ground,0.02964182791272129,0.31679750542335605,0.44391808982309766
plastic,cosmetics,59.0,9.0,0.43,0.2,15.14,53.7,2.0,ground,0.5986002470152326,0.11940596427675132,0.20702020651054936
plastic,home,54.0,7.6,0.41,0.22,7.73,30.1,1.0,ground,0.2935364347468094,0.1003669725505328,0.15371275299261064
paper,electronics,52.0,7.1,0.23,0.89,1.0,92.6,3.0,air,0.01646768217373405,0.35768476637613483,0.4419799859643679
paper,home,47.0,8.4,0.16,0.9,1.22,78.7,1.0,ground,0.025524907369287773,0.5729985057726745,0.41540964951101716
plastic,food,67.0,9.9,0.27,0.05,11.72,26.2,1.0,ground,0.4578015644298066,0.42486052339737657,0.19314746359717133
paper,cosmetics,44.0,8.8,0.14,0.94,1.47,89.9,2.0,ground,0.03581720872787155,0.6474901778199144,0.4392898578319118
jute,home,39.0,5.4,0.24,0.93,0.96,61.0,1.0,ground,0.014820913956360642,0.18417450411252284,0.3048047664551604
paper,home,30.0,5.5,0.16,0.94,1.14,89.9,1.0,ground,0.022231370934540962,0.27309090394081126,0.33371369356396474
glass,electronics,84.0,15.9,0.45,0.02,17.34,94.3,3.0,air,0.6891724989707698,0.27339447473087114,0.44608513465070404
metal,home,90.0,15.9,0.64,0.0,17.83,89.0,1.0,ground,0.7093454096335939,0.13707940205193053,0.4412638822005369
glass,electronics,80.0,8.4,0.42,0.02,18.8,94.0,3.0,air,0.7492795389048992,0.24560671981113844,0.32291952544292296
bamboo,pharmaceuticals,44.0,6.7,0.33,0.81,0.91,83.5,2.0,ground,0.012762453684643888,0.10854708539616893,0.36005955353574887
paper,home,49.0,7.9,0.16,0.92,1.24,87.8,1.0,ground,0.026348291477974475,0.5956046064132672,0.4400162065173048
glass,pharmaceuticals,89.0,13.5,0.51,0.01,18.55,93.3,2.0,ground,0.7389872375463153,0.22270945111559765,0.42193815452917777
bagasse,food,52.0,7.3,0.18,0.99,0.79,81.8,1.0,ground,0.007822149032523675,0.5324755288771595,0.44697096531667974
paper,pharmaceuticals,50.0,7.3,0.16,0.92,0.97,84.9,2.0,ground,0.015232606010703994,0.6016328999174252,0.4313922183176055
metal,pharmaceuticals,79.0,12.7,0.71,0.0,20.65,95.2,2.0,ground,0.825442568958419,0.049514892466173056,0.34621250251948527
bagasse,food,43.0,6.1,0.21,0.96,0.83,84.8,1.0,ground,0.009468917249897077,0.3018696678509717,0.3894350738244951
bagasse,electronics,46.0,6.4,0.21,0.91,1.07,84.0,3.0,air,0.01934952655413751,0.33976185483536714,0.393896193560643
plastic,home,66.0,8.9,0.41,0.13,11.85,34.7,1.0,ground,0.4631535611362701,0.17858805465247854,0.1979705429427324
glass,food,67.0,13.1,0.34,0.03,14.76,87.0,1.0,ground,0.5829559489501853,0.3061597465029816,0.3400029348395726
plastic,electronics,67.0,11.3,0.43,0.22,11.65,27.9,3.0,air,0.45491972004940306,0.17716565429070222,0.23809260832452492
metal,electronics,87.0,12.5,0.5,0.0,17.99,89.2,3.0,air,0.7159324825030876,0.21793405774537877,0.3923219562659187
bagasse,cosmetics,48.0,7.0,0.2,0.93,1.19,80.2,2.0,ground,0.024289831206257717,0.4011929697903822,0.4071115471654288
bagasse,food,49.0,8.2,0.16,0.94,1.03,85.5,1.0,ground,0.0177027583367641,0.6001258265413858,0.4441958028964688
plastic,pharmaceuticals,69.0,11.4,0.26,0.12,14.51,28.1,2.0,ground,0.5726636475916015,0.4837351828521301,0.22927730700765744
plastic,cosmetics,47.0,6.6,0.4,0.07,10.12,26.9,2.0,ground,0.3919308357348703,0.06119759895362077,0.06406690429583586
bagasse,food,47.0,7.9,0.2,0.96,0.73,77.8,1.0,ground,0.005351996706463566,0.39998730958248474,0.41787461174555895
glass,home,68.0,9.4,0.46,0.02,21.64,92.8,1.0,ground,0.8662000823384108,0.14381187203702273,0.2671533676264912
plastic,pharmaceuticals,79.0,11.0,0.35,0.1,12.58,39.3,2.0,ground,0.4932070811033347,0.3581350053341512,0.28775509513874353
metal,food,85.0,13.2,0.72,0.0,17.68,96.9,1.0,ground,0.7031700288184437,0.06695835532301138,0.39405092294707883
plastic,electronics,69.0,8.4,0.43,0.2,6.44,46.3,3.0,air,0.24042815973651713,0.17211869108559977,0.2629603152526253
plastic,electronics,62.0,9.8,0.44,0.06,15.96,43.0,3.0,air,0.6323589954713875,0.13156457824992146,0.17671662332226393
glass,cosmetics,88.0,15.5,0.54,0.02,10.41,90.7,2.0,ground,0.40386990531082756,0.20025105678361038,0.4725660634827129
metal,home,87.0,11.8,0.76,0.0,20.84,94.0,1.0,ground,0.8332647179909427,0.05155266439416927,0.3619017360889601
jute,cosmetics,47.0,7.7,0.19,0.95,1.69,73.0,2.0,ground,0.04487443392342527,0.4322861293091053,0.40006484954869725
paper,cosmetics,34.0,4.8,0.23,0.85,1.57,84.8,2.0,ground,0.03993412927130507,0.14485939087925118,0.30621996203688384
paper,food,44.0,7.5,0.14,0.95,1.09,89.4,1.0,ground,0.02017291066282421,0.6250993933675457,0.42425650029062917
plastic,pharmaceuticals,59.0,11.1,0.38,0.12,6.39,52.4,2.0,ground,0.23836969946480033,0.1829060698910313,0.25641953880363483
bagasse,food,49.0,8.4,0.18,0.97,0.95,79.0,1.0,ground,0.01440922190201729,0.5070227164063719,0.43836441386449493
glass,electronics,86.0,16.5,0.5,0.02,18.41,93.6,3.0,air,0.7332235487855084,0.23240202364382884,0.4533650116707082
paper,pharmaceuticals,53.0,9.8,0.12,0.91,1.29,75.5,2.0,ground,0.028406751749691234,1.0,0.45847511039081645
bamboo,pharmaceuticals,57.0,8.8,0.32,0.87,0.99,74.4,2.0,ground,0.016055990119390698,0.23390854561875662,0.4386156115187344
jute,pharmaceuticals,44.0,6.9,0.19,0.95,0.95,79.7,2.0,ground,0.01440922190201729,0.3840597336843006,0.3930620267341027
plastic,cosmetics,73.0,9.8,0.21,0.18,16.0,29.1,2.0,ground,0.6340057636887608,0.6888292743279804,0.23664968827282082
jute,electronics,36.0,5.1,0.19,0.88,1.38,64.8,2.0,air,0.03211198023878139,0.2596863975992777,0.2874842684299003
glass,pharmaceuticals,74.0,11.5,0.35,0.84,11.64,87.6,2.0,ground,0.45450802799505974,0.32713224783978284,0.5241618575407758
paper,cosmetics,48.0,6.5,0.24,0.99,0.92,86.2,2.0,ground,0.013174145738987241,0.28565098950720674,0.42288781984744817
jute,food,46.0,6.2,0.2,0.91,1.1,78.7,1.0,ground,0.020584602717167565,0.3674344839692536,0.3808849476889547
plastic,cosmetics,69.0,9.3,0.29,0.17,8.8,51.6,2.0,ground,0.337587484561548,0.3891373779680295,0.2806209922496729
plastic,food,61.0,9.6,0.23,0.07,6.48,32.0,1.0,ground,0.24207492795389052,0.47825086579555165,0.20347084259010745
bamboo,cosmetics,47.0,8.0,0.22,0.82,1.48,70.7,2.0,ground,0.036228900782214905,0.34091023340794785,0.37203856357492016
metal,pharmaceuticals,88.0,12.9,0.43,0.0,21.7,97.9,2.0,ground,0.8686702346644709,0.3039005081077209,0.4098742955414959
jute,electronics,45.0,8.2,0.18,0.85,1.42,66.0,3.0,air,0.03375874845615479,0.45075860462884104,0.3655497398728381
plastic,home,67.0,10.6,0.31,0.11,17.94,27.5,1.0,ground,0.713874022231371,0.3416888756048022,0.18873707223445757
jute,home,49.0,9.4,0.21,0.97,1.5,66.1,1.0,ground,0.03705228489090161,0.40865674026154086,0.4208280683965085
plastic,food,53.0,8.6,0.31,0.23,11.16,45.8,1.0,ground,0.4347468093865789,0.21723340753098408,0.19045924523056237
metal,cosmetics,85.0,17.0,0.73,0.0,17.44,96.0,2.0,ground,0.6932894195142034,0.0750053010071218,0.4438006455068115
